English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
fiend,demone,/demone/,My abhorrence of this fiend cannot be conceived.,La mia avversione per questo demonio non può essere concepita.,/la mia avversjone per kwesto demɔnio non pʊɔ ɛssere kontʃepita./,C2,Social,"C2,Social",
filmmaker,regista,/redʒista/,Tom is an independent filmmaker.,Tom è un regista indipendente.,/tɔm e ʊn redʒista indipendɛnte./,C2,Social,"C2,Social",
fixture,apparecchio,/apːarekːio/,"The fixture of her eye has motion in ’t, As we are mock’d with art.","L'apparecchio del suo occhio ha un movimento, come noi ci prendiamo gioco dell'arte.","/lapːarekːio del sʊo ɔkːio a ʊn movimento, kome noi tʃɪ prendjamo dʒɔko dellarte./",C2,Social,"C2,Social",
flashback,flashback,/flaʃbakː/,The flashbacks are coming very often now.,Ora i flashback si ripetono molto spesso.,/ora i flaʃbakː sɪ ripetono molto spesso./,C2,Social,"C2,Social",
flattery,l'adulazione,/ladʊlatsione/,Take care they don’t spoil you by flattery.,Fate attenzione che non vi vizino con le lusinghe.,/fate atːentsione ke non vɪ vitsino kon le lʊziŋɡe./,C2,Social,"C2,Social",
flick,sfarfallare,/sfarfallare/,"He holds the reins, and flicks me with his whip, and him I obey, but I don't want any of your impertinence.","Lui tiene le redini e mi sferza con la frusta, e io obbedisco, ma non voglio la vostra impertinenza.","/lʊi tjɛne le rɛdinɪ e mɪ sfɛrtsa kon la frusta, e io obːedisko, ma non voʎo la vɔstra impertinɛntsa./",C2,Social,"C2,Social",
flourish,prosperare,/prosperare/,Why do the emperor’s trumpets flourish thus?,Perché le trombe dell'imperatore fioriscono così?,/perke le trombe dellimperatore fjoriskono kozi?/,C2,Social,"C2,Social",
folktale,folclore,/folklore/,"According to folktales, cats have nine lives.","Secondo i racconti popolari, i gatti hanno nove vite.","/sekondo i rakːontɪ popolarɪ, i ɡatːɪ anno nɔve vite./",C2,Social,"C2,Social",
foster,affidatario,/affidatario/,"The unfaltering, the unshakable: having known that, foster it.","L'inflessibile, l'incrollabile: dopo averlo saputo, favoritelo.","/linflessibile, linkrollabile: dopo avɛrlo saputo, favoritelo./",C2,Social,"C2,Social",
franchise,franchising,/frankiziŋɡ/,Dishonored: Death of the Outsider is the latest entry in the Dishonored franchise.,Dishonored: Death of the Outsider è l'ultimo capitolo del franchise di Dishonored.,/diʃonɔred: dɛat of te oʊtsidɛr e lultimo kapitolo del frankize dɪ diʃonɔred./,C2,Social,"C2,Social",
gape,sguardo,/zɡwardo/,"Would you, the supervisor, grossly gape on, Behold her topp’d?","Vorresti tu, supervisore, rimanere a bocca aperta, vedendo la sua cima?","/vorɾɛstɪ tu, sʊpervizore, rimanɛre a bokːa apɛrta, vedɛndo la sʊa tʃima?/",C2,Social,"C2,Social",
gem,gemma,/dʒɛmma/,He made a gem of his stable.,Ha fatto della sua scuderia un gioiello.,/a fatːo della sʊa skʊderia ʊn dʒoiɛllo./,C2,Social,"C2,Social",
goose,oca,/ɔka/,Is it a real goose?,È un'oca vera?,/e ʊnɔka vera?/,C2,Social,"C2,Social",
gourmet,gourmet,/ɡourmet/,We went to a gourmet place.,Siamo andati in un locale per buongustai.,/sjamo andatɪ in ʊn lokale per bʊoŋɡʊstaj./,C2,Social,"C2,Social",
grave,tomba,/tomba/,Grave offenses should be known.,I reati gravi devono essere conosciuti.,/i reatɪ ɡravɪ devono ɛssere konoʃutɪ./,C2,Social,"C2,Social",
grave,tomba,/tomba/,Grave offenses should be known.,I reati gravi devono essere conosciuti.,/i reatɪ ɡravɪ devono ɛssere konoʃutɪ./,C2,Social,"C2,Social",
grind,macinare,/matʃinare/,Shell-shave”: grind the skull with gravel until it is smooth.,"Rasatura a conchiglia"": macinare il cranio con della ghiaia fino a renderlo liscio.","/razatura a konkiʎa"": matʃinare il kranio kon della ɡjaia fino a rɛnderlo liʃo./",C2,Social,"C2,Social",
grounds,motivi,/motivɪ/,What are the five grounds?,Quali sono i cinque motivi?,/kwalɪ sono i tʃinkwe motivɪ?/,C2,Social,"C2,Social",
grumble,brontolio,/brontolio/,"The judges, who were fasting, began to grumble.","I giudici, che erano a digiuno, cominciarono a brontolare.","/i dʒuditʃɪ, ke ɛrano a didʒuno, komintʃarono a brontolare./",C2,Social,"C2,Social",
gush,zampillante,/dzampillante/,With what a burning gush did hope revisit my heart!,Con quale ardente zampillo la speranza ha rivisto il mio cuore!,/kon kwale ardɛnte dzampillo la sperantsa a rivisto il mio kʊɔre!/,C2,Social,"C2,Social",
gypsy,zingaro,/dziŋɡaro/,Gypsy traditions are unfamiliar to most gorgios.,Le tradizioni gitane sono sconosciute alla maggior parte dei gorgieri.,/le traditsionɪ dʒitane sono skonoʃute alla madʒːor parte deɪ ɡordʒɛrɪ./,C2,Social,"C2,Social",
hack,hack,/hakː/,We literary hacks are shameless creatures.,Noi letterati siamo creature senza pudore.,/noi letːeratɪ sjamo kreature sɛntsa pʊdore./,C2,Social,"C2,Social",
haggle,contrattare,/kontratːare/,Tom can teach you to haggle.,Tom può insegnarvi a contrattare.,/tɔm pʊɔ inseɲarvɪ a kontratːare./,C2,Social,"C2,Social",
heroine,eroina,/eroina/,What is the heroine’s name?,Come si chiama l'eroina?,/kome sɪ kjama leroina?/,C2,Social,"C2,Social",
hostage,ostaggio,/ostadʒːo/,The royal hostage was educated at Constantinople with care and tenderness.,L'ostaggio reale fu educato a Costantinopoli con cura e tenerezza.,/lostadʒːo reale fʊ edʊkato a kostantinɔpolɪ kon kura e teneretsːa./,C2,Social,"C2,Social",
hostess,hostess,/ɔstess/,Do you discharge upon mine hostess.,Scaricate la mia padrona di casa.,/skarikate la mia padrona dɪ kaza./,C2,Social,"C2,Social",
humanitarian,umanitario,/ʊmanitario/,Is Tom joining the humanitarian effort?,Tom si unisce allo sforzo umanitario?,/tɔm sɪ ʊniʃe allo sfɔrtso ʊmanitario?/,C2,Social,"C2,Social",
hypocrisy,ipocrisia,/ipokrizia/,It is now madness or hypocrisy to doubt.,Ora è follia o ipocrisia dubitare.,/ora e follia o ipokrizia dʊbitare./,C2,Social,"C2,Social",
hypocrite,ipocrita,/ipɔkrita/,I would think thee a most princely hypocrite.,Ti riterrei un ipocrita principesco.,/tɪ riterɾɛi ʊn ipɔkrita printʃipesko./,C2,Social,"C2,Social",
immortalize,immortalare,/immortalare/,They wrote the immortalize in their notes.,Hanno scritto l'immortale nei loro appunti.,/anno skritːo limmortale nei lɔro apːuntɪ./,C2,Social,"C2,Social",
imp,imp,/imp/,Is the imp altogether evil?,Il folletto è del tutto malvagio?,/il folletːo e del tutːo malvadʒo?/,C2,Social,"C2,Social",
impersonation,impersonificazione,/impersonifikatsione/,I was doing an impersonation of my boss when he showed up.,Stavo impersonando il mio capo quando è arrivato.,/stavo impersonando il mio kapo kwando e arɾivato./,C2,Social,"C2,Social",
impersonator,imitatore,/imitatore/,Please put the impersonator on the table.,"Per favore, mettete l'imitatore sul tavolo.","/per favore, metːete limitatore sʊl tavolo./",C2,Social,"C2,Social",
incidence,incidenza,/intʃidɛntsa/,Each infective disease has a special =seasonal incidence=.,Ogni malattia infettiva ha una particolare =incidenza stagionale=.,/oɲɲɪ malatːia infetːiva a ʊna partikolare ʊɡwale intʃidɛntsa stadʒonale ʊɡwale./,C2,Social,"C2,Social",
inclusion,inclusione,/inklʊzione/,These are the two kinds of inclusion.,Questi sono i due tipi di inclusione.,/kwestɪ sono i due tipɪ dɪ inklʊzione./,C2,Social,"C2,Social",
indicator,indicatore,/indikatore/,Phenolphthalein is used as the indicator.,Come indicatore si utilizza la fenolftaleina.,/kome indikatore sɪ ʊtilidzːa la fenolftaleina./,C2,Social,"C2,Social",
indictment,imputazione,/impʊtatsione/,It is unlikely that this indictment will lead to his deportation.,È improbabile che questa incriminazione porti alla sua espulsione.,/e improbabile ke kwesta inkriminatsione pɔrtɪ alla sʊa espʊlsjone./,C2,Social,"C2,Social",
inflict,infliggere,/inflidʒːere/,"Man, you shall repent of the injuries you inflict.","Uomo, devi pentirti delle ferite che infliggi.","/wɔmo, dɛvɪ pentirtɪ delle ferite ke inflidʒːɪ./",C2,Social,"C2,Social",
initiate,iniziare,/initsjare/,And how is a mendicant a bathed initiate?,E in che modo un mendicante è un iniziato che fa il bagno?,/e in ke mɔdo ʊn mendikante e ʊn initsjato ke fa il baɲɲo?/,C2,Social,"C2,Social",
inmate,detenuto,/detenuto/,There was no appearance of its inmates stirring at that early hour.,A quell'ora non c'era alcuna traccia di persone che si muovessero.,/a kwellora non tʃɛra alkʊna tratʃːa dɪ persone ke sɪ mʊovessero./,C2,Social,"C2,Social",
inquire,informarsi,/informarsɪ/,This is not for you to inquire into.,Non spetta a voi indagare su questo.,/non spetːa a voi indaɡare sʊ kwesto./,C2,Social,"C2,Social",
insertion,inserimento,/inserimento/,Several details indicate that this passage is a later insertion.,Diversi dettagli indicano che questo passaggio è un'inserzione successiva.,/divɛrsɪ detːaʎɪ indikano ke kwesto passadʒːo e ʊninsertsione sʊtʃːessiva./,C2,Social,"C2,Social",
insider,insider,/insidɛr/,They wrote the insider in their notes.,Hanno scritto l'insider nei loro appunti.,/anno skritːo linsidɛr nei lɔro apːuntɪ./,C2,Social,"C2,Social",
intellect,intelletto,/intelletːo/,"The will may assent—the soul—the intellect, never.","La volontà può acconsentire, l'anima e l'intelletto mai.","/la volonta pʊɔ akːonsentire, lanima e lintelletːo maj./",C2,Social,"C2,Social",
interface,interfaccia,/interfatʃːa/,The graphical user interface is buggy and difficult to use.,L'interfaccia grafica è buggata e difficile da usare.,/linterfatʃːa ɡrafika e bʊɡːata e diffitʃile da ʊzare./,C2,Social,"C2,Social",
interference,interferenza,/interferɛntsa/,I must apologize for my interference.,Devo scusarmi per la mia interferenza.,/dɛvo skʊzarmɪ per la mia interferɛntsa./,C2,Social,"C2,Social",
interject,interloquire,/interlokwire/,"The Thyrsus, we may here interject, was the wand borne by Initiates, and candidates were touched with it during the ceremony of Initiation.","Il tirso, possiamo aggiungere, era la bacchetta portata dagli iniziati, con la quale i candidati venivano toccati durante la cerimonia di iniziazione.","/il tirso, possjamo adʒːundʒere, ɛra la bakːetːa portata daʎɪ initsjatɪ, kon la kwale i kandidatɪ venivano tokːatɪ dʊrante la tʃerimɔnia dɪ initsjatsione./",C2,Social,"C2,Social",
interjection,interiezione,/interietsione/,"Our imagination was kept at its height, interjections followed quickly on each other.","La nostra immaginazione era tenuta al massimo, le interiezioni si susseguivano rapidamente.","/la nɔstra immadʒinatsione ɛra tenuta al massimo, le interietsionɪ sɪ sʊsseɡwivano rapidamente./",C2,Social,"C2,Social",
intervention,intervento,/intervɛnto/,The same considerations that prompted my intervention have suggested to M.,Le stesse considerazioni che hanno spinto il mio intervento hanno suggerito a M.,/le stesse konsideratsionɪ ke anno spinto il mio intervɛnto anno sʊdʒːerito a ɛmme./,C2,Social,"C2,Social",
intuit,intuire,/intʊire/,She researched the intuit for her project.,Ha fatto ricerche sull'intuito per il suo progetto.,/a fatːo ritʃɛrke sʊllintuːjto per il sʊo prodʒɛtːo./,C2,Social,"C2,Social",
inventory,inventario,/inventario/,The government sent out inspectors to make an inventory of the grain still available.,Il governo inviò degli ispettori per fare un inventario del grano ancora disponibile.,/il ɡovɛrno inviɔ deʎɪ ispetːorɪ per fare ʊn inventario del ɡrano ankora disponibile./,C2,Social,"C2,Social",
invoice,fattura,/fatːura/,Is this all the invoices.,Si tratta di tutte le fatture.,/sɪ tratːa dɪ tutːe le fatːure./,C2,Social,"C2,Social",
irony,ironia,/ironia/,My weapons are irony and sarcasm.,Le mie armi sono l'ironia e il sarcasmo.,/le mie armɪ sono lironia e il sarkazmo./,C2,Social,"C2,Social",
itinerary,itinerario,/itinerario/,These notes have but little interest in themselves excepting as suggesting his itinerary.,"Queste note hanno poco interesse in sé, se non per suggerire il suo itinerario.","/kweste nɔte anno pɔko interɛsse in se, se non per sʊdʒːerire il sʊo itinerario./",C2,Social,"C2,Social",
justification,giustificazione,/dʒʊstifikatsione/,But the time of his justification has now come.,Ma il momento della sua giustificazione è arrivato.,/ma il momento della sʊa dʒʊstifikatsione e arɾivato./,C2,Social,"C2,Social",
juvenile,giovanile,/dʒovanile/,Those who were best off had only two juveniles on their knees.,Quelli che stavano meglio avevano solo due giovani sulle ginocchia.,/kwellɪ ke stavano mɛʎo avevano solo due dʒovanɪ sʊlle dʒinokːia./,C2,Social,"C2,Social",
landmark,punto di riferimento,/punto dɪ riferimento/,"The circuit is defined by natural landmarks, which cannot be mistaken or removed.","Il circuito è definito da punti di riferimento naturali, che non possono essere scambiati o rimossi.","/il tʃirkuːɪto e definito da puntɪ dɪ riferimento natʊralɪ, ke non pɔssono ɛssere skambjatɪ o rimɔssɪ./",C2,Social,"C2,Social",
lesbian,lesbica,/lɛzbika/,Layla had a lesbian affair.,Layla ha avuto una relazione lesbica.,/laila a avuto ʊna relatsione lɛzbika./,C2,Social,"C2,Social",
liaison,collegamento,/kolleɡamento/,"Have you read ""Les Liaisons dangereuses""?","Avete letto ""Les Liaisons dangereuses""?","/avete lɛtːo ""les liaɪzons dandʒereuzes""?/",C2,Social,"C2,Social",
listing,quotazione,/kwotatsione/,Surely such momentous teaching must have entailed something more than simply listing the factors.,Sicuramente un insegnamento così importante deve aver comportato qualcosa di più della semplice elencazione dei fattori.,/sikʊramente ʊn inseɲamento kozi importante dɛve avɛr komportato kwalkɔza dɪ pjʊ della semplitʃe elenkatsione deɪ fatːorɪ./,C2,Social,"C2,Social",
loop,anello,/anɛllo/,Tom was stuck in a mental loop.,Tom era bloccato in un loop mentale.,/tɔm ɛra blokːato in ʊn lɔop mentale./,C2,Social,"C2,Social",
magnitude,magnitudo,/maɲitudo/,Does the Whale’s Magnitude Diminish?—Will He Perish?,La grandezza della balena diminuisce? Perirà?,/la ɡrandetsːa della balena diminʊiʃe? periɾa?/,C2,Social,"C2,Social",
mandate,mandato,/mandato/,"The mandate was obeyed, and the indignant Mr.",Il mandato è stato rispettato e l'indignato Mr.,/il mandato e stato rispetːato e lindiɲato ɛmmeɛrɾe./,C2,Social,"C2,Social",
mandatory,obbligatorio,/obːliɡatɔrio/,"In Brazil, voting is mandatory.",In Brasile il voto è obbligatorio.,/in brazile il voto e obːliɡatɔrio./,C2,Social,"C2,Social",
manifest,manifesto,/manifɛsto/,"The error is manifest, and perhaps voluntary.",L'errore è evidente e forse volontario.,/lerɾore e evidɛnte e forse volontario./,C2,Social,"C2,Social",
manuscript,manoscritto,/manoskritːo/,Have you discovered some wonderful manuscript?,Avete scoperto un manoscritto meraviglioso?,/avete skopɛrto ʊn manoskritːo meraviʎozo?/,C2,Social,"C2,Social",
memo,promemoria,/promemɔria/,Where has that memo got to?,Dov'è finito quel promemoria?,/dovɛ finito kwel promemɔria?/,C2,Social,"C2,Social",
memoir,memoriale,/memoriale/,See a Memoir of M.,Si veda una memoria di M.,/sɪ veda ʊna memɔria dɪ ɛmme./,C2,Social,"C2,Social",
midwife,ostetrica,/ostɛtrika/,I knew her well; she was a midwife.,"La conoscevo bene, era un'ostetrica.","/la konoʃɛvo bɛne, ɛra ʊnostɛtrika./",C2,Social,"C2,Social",
militant,militante,/militante/,Ali Ideflawen is a Kabyle militant singer.,Ali Ideflawen è un cantante militante cabilo.,/alɪ ideflawen e ʊn kantante militante kabilo./,C2,Social,"C2,Social",
minimise,ridurre al minimo,/ridurɾe al minimo/,Is there some way we can minimise the risk?,C'è un modo per minimizzare il rischio?,/tʃe ʊn mɔdo per minimidzːare il riskio?/,C2,Social,"C2,Social",
mountaineer,alpinista,/alpinista/,"This was my master, A very valiant Briton and a good, That here by mountaineers lies slain.","Questo era il mio padrone, un britanno molto valoroso e buono, che qui giace ucciso dai montanari.","/kwesto ɛra il mio padrone, ʊn britanno molto valorozo e bʊɔno, ke kwi dʒatʃe ʊtʃːizo daj montanarɪ./",C2,Social,"C2,Social",
munch,sgranocchiare,/zɡranokːjare/,Jo slowly munches as he slowly tells it.,Jo sgranocchia lentamente mentre lui racconta.,/dʒo zɡranokːia lentamente mentre lʊi rakːonta./,C2,Social,"C2,Social",
newsletter,newsletter,/njʊzlletːer/,I would like to subscribe to your newsletter.,Vorrei iscrivermi alla vostra newsletter.,/vorɾɛi iskrivermɪ alla vɔstra njʊzlletːer./,C2,Social,"C2,Social",
nondescript,non descrittivo,/non deskritːivo/,The key was hidden under a nondescript stone.,La chiave era nascosta sotto una pietra non descritta.,/la kjave ɛra naskosta sotːo ʊna pjɛtra non deskritːa./,C2,Social,"C2,Social",
norms,norme,/nɔrme/,Typically he would argue for a more just and fair implementation of existing norms.,"In genere, egli si schiera a favore di un'applicazione più giusta ed equa delle norme esistenti.","/in dʒɛnere, eʎɪ sɪ skjɛra a favore dɪ ʊnapːlikatsione pjʊ dʒusta ed ekwa delle nɔrme ezistɛntɪ./",C2,Social,"C2,Social",
notable,notevole,/notevole/,"A notable lubber, as thou reportest him to be.","Un notevole imbroglione, come tu dici che sia.","/ʊn notevole imbroʎone, kome tʊ ditʃɪ ke sia./",C2,Social,"C2,Social",
notify,notificare,/notifikare/,Used to notify others that you will be momentarily unavailable online.,Utilizzato per avvisare gli altri che non sarete momentaneamente disponibili online.,/ʊtilidzːato per avvizare ʎɪ altrɪ ke non sarete momentaneamente disponibilɪ on laɪn./,C2,Social,"C2,Social",
occupant,occupante,/okːʊpante/,Is it the last occupant’s furniture?,Sono i mobili dell'ultimo inquilino?,/sono i mɔbilɪ dellultimo inkwilino?/,C2,Social,"C2,Social",
odds,quote,/kwɔte/,I shall win at the odds.,Vincerò alle quote.,/vintʃeɾɔ alle kwɔte./,C2,Social,"C2,Social",
offering,offerta,/offɛrta/,There are these two offerings.,Ci sono queste due offerte.,/tʃɪ sono kweste due offɛrte./,C2,Social,"C2,Social",
offspring,prole,/prɔle/,"What says that fool of Hagar’s offspring, ha?",Cosa dice quello sciocco della progenie di Agar?,/kɔza ditʃe kwello ʃɔkːo della prodʒɛnje dɪ aɡar?/,C2,Social,"C2,Social",
opt,optare,/optare/,"Most translators opt for the latter choice, but the very next line mentions transmigration, implying the sense “eons” is meant.","La maggior parte dei traduttori opta per quest'ultima scelta, ma la riga successiva menziona la trasmigrazione, il che implica il senso di ""eoni"".","/la madʒːor parte deɪ tradʊtːorɪ opta per kwestultima ʃelta, ma la riɡa sʊtʃːessiva mentsiona la trazmiɡratsione, il ke implika il sɛnso di ""eonɪ""./",C2,Social,"C2,Social",
orientation,orientamento,/orientamento/,"This is just to help a reader get a rough orientation, and exceptions and blurred lines are easily found.","Questo è solo per aiutare il lettore a orientarsi in modo approssimativo, e le eccezioni e le linee confuse si trovano facilmente.","/kwesto ɛ solo per ajʊtare il letːore a orientarsɪ in mɔdo apːrossimativo, e le etʃːetsionɪ e le linee konfuze sɪ trovano fatʃilmente./",C2,Social,"C2,Social",
overseer,supervisore,/sʊpervizore/,And how is wisdom its overseer?,E come la saggezza è il suo supervisore?,/e kome la sadʒːetsːa e il sʊo sʊpervizore?/,C2,Social,"C2,Social",
parameter,parametro,/paɾametro/,So long as certain parameters are met.,A condizione che vengano rispettati determinati parametri.,/a konditsione ke veŋɡano rispetːatɪ determinatɪ paɾametrɪ./,C2,Social,"C2,Social",
parasite,parassita,/paɾassita/,"These seven awakening factors are not obstacles, hindrances, or parasites of the mind.","Questi sette fattori di risveglio non sono ostacoli, impedimenti o parassiti della mente.","/kwestɪ sɛtːe fatːorɪ dɪ rizveʎo non sono ostakolɪ, impedimentɪ o paɾassitɪ della mente./",C2,Social,"C2,Social",
patent,brevetto,/brevetːo/,"Ok, everyone has left to go file a patent!","Ok, tutti sono partiti per andare a depositare un brevetto!","/okɛi, tutːɪ sono partitɪ per andare a depozitare ʊn brevetːo!/",C2,Social,"C2,Social",
pathos,pathos,/patos/,Is not this letter charming in its artless pathos?,Questa lettera non è forse affascinante nel suo pathos senza arte né parte?,/kwesta lɛtːera non e forse affaʃinante nel sʊo patos sɛntsa arte ne parte?/,C2,Social,"C2,Social",
peasant,contadino,/kontadino/,"And you, base peasants, do ye believe him?","E voi, poveri contadini, gli credete?","/e voi, pɔverɪ kontadinɪ, ʎɪ kredete?/",C2,Social,"C2,Social",
petition,petizione,/petitsione/,I have one other petition.,Ho un'altra petizione.,/o ʊnaltra petitsione./,C2,Social,"C2,Social",
pioneer,pioniere,/pjoniɛre/,And these are only pioneers.,E questi sono solo pionieri.,/e kwestɪ sono solo pjoniɛrɪ./,C2,Social,"C2,Social",
pipeline,conduttura,/kondʊtːura/,Environmentalists are opposing the Keystone XL pipeline.,Gli ambientalisti si oppongono all'oleodotto Keystone XL.,/ʎɪ ambjentalistɪ sɪ opːoŋɡono alloleodotːo keistone kʊaɾaːntɛzimo./,C2,Social,"C2,Social",
plea,supplica,/supːlika/,We shall not offer that plea.,Non presenteremo questo appello.,/non prezenterɛmo kwesto apːɛllo./,C2,Social,"C2,Social",
pledge,pegno,/peɲɲo/,I see; the material pledge.,Capisco; l'impegno materiale.,/kapisko; limpeɲɲo materiale./,C2,Social,"C2,Social",
ploy,stratagemma,/stratadʒɛmma/,The opposition party claimed that approving the bill by a vote late at night was a political ploy.,Il partito di opposizione ha sostenuto che l'approvazione del disegno di legge con un voto a tarda notte fosse una manovra politica.,/il partito dɪ opːozitsione a sostenuto ke lapːrovatsione del dizeɲɲo dɪ ledʒːe kon ʊn voto a tarda nɔtːe fosse ʊna manɔvra politika./,C2,Social,"C2,Social",
poetess,poetessa,/poetessa/,You talk as if I was a kind of poetess sort of person.,Lei parla come se fossi una specie di poetessa.,/lɛi parla kome se fɔssɪ ʊna spɛtʃe dɪ poetessa./,C2,Social,"C2,Social",
popularization,divulgazione,/divʊlɡatsione/,"This is probably traceable to the popularization of the term droid in ""Star Wars"" and its sequels.","Ciò è probabilmente riconducibile alla diffusione del termine droide in ""Guerre stellari"" e nei suoi sequel.","/tʃɔ e probabilmente rikondʊtʃibile alla diffʊzione del tɛrmine drɔide iːn ""ɡwɛrɾe stellarɪ"" e nei sʊɔi sekwel./",C2,Social,"C2,Social",
portfolio,portafoglio,/portafɔʎo/,"Meg had a cushion, Jo a book, Beth a basket, and Amy a portfolio.","Meg aveva un cuscino, Jo un libro, Beth un cestino e Amy un portafoglio.","/mɛɡ aveva ʊn kʊʃino, dʒo ʊn libro, bet ʊn tʃestino e amɪ ʊn portafɔʎo./",C2,Social,"C2,Social",
portrayal,rappresentazione,/rapːrezentatsione/,Pornography is a sinful and immoral portrayal of human sexuality.,La pornografia è una rappresentazione peccaminosa e immorale della sessualità umana.,/la pornoɡrafia e ʊna rapːrezentatsione pekːaminoza e immorale della sessʊalita ʊmana./,C2,Social,"C2,Social",
possessor,possessore,/possessore/,"How should he, when their possessors so seldom know themselves?","Come potrebbe, se chi li possiede conosce così raramente se stesso?","/kome potrɛbːe, se kɪ lɪ possjede konoʃe kozi raɾamente se stesso?/",C2,Social,"C2,Social",
practitioner,praticante,/pratikante/,This is said to be the spiritual practitioner’s peril.,Si dice che questo sia il pericolo del praticante spirituale.,/sɪ ditʃe ke kwesto sia il perikolo del pratikante spiritʊale./,C2,Social,"C2,Social",
preach,predicare,/predikare/,"You preach, about as consistent as they did.","Si predica, più o meno come hanno fatto loro.","/sɪ prɛdika, pjʊ o meno kome anno fatːo lɔro./",C2,Social,"C2,Social",
preacher,predicatore,/predikatore/,"Then everybody said it, the preacher too.","Poi tutti l'hanno detto, anche il predicatore.","/pɔi tutːɪ lanno detːo, anke il predikatore./",C2,Social,"C2,Social",
precedent,precedente,/pretʃedɛnte/,Such usages do have precedent elsewhere.,Tali usi hanno precedenti altrove.,/talɪ uzɪ anno pretʃedɛntɪ altrove./,C2,Social,"C2,Social",
predator,predatore,/predatore/,They say sports agents are predators.,Si dice che gli agenti sportivi siano dei predatori.,/sɪ ditʃe ke ʎɪ adʒɛntɪ sportivɪ siːano deɪ predatorɪ./,C2,Social,"C2,Social",
predecessor,predecessore,/predetʃessore/,They were admitted as their predecessors had been.,Sono stati ammessi come i loro predecessori.,/sono statɪ ammessɪ kome i lɔro predetʃessorɪ./,C2,Social,"C2,Social",
premier,premier,/prɛmjer/,"At one time the Buddha was staying near Āḷavī, at Āḷavī’s premier shrine.","Un tempo il Buddha soggiornava nei pressi di Āḷavī, nel principale santuario di Āḷavī.","/ʊn tɛmpo il budːa sodʒːornava nei prɛssɪ dɪ aːmakron letːeːraunoeːtresɛtːe a vu iːmakron, nel printʃipale santʊario dɪ aːmakron letːeːraunoeːtresɛtːe a vu iːmakron./",C2,Social,"C2,Social",
premise,premessa,/premessa/,To make a thorough re-search of the premises.,Effettuare una ricerca approfondita dei locali.,/effetːʊare ʊna ritʃerka apːrofondita deɪ lokalɪ./,C2,Social,"C2,Social",
premises,locali,/lokalɪ/,To make a thorough re-search of the premises.,Effettuare una ricerca approfondita dei locali.,/effetːʊare ʊna ritʃerka apːrofondita deɪ lokalɪ./,C2,Social,"C2,Social",
prevalence,prevalenza,/prevalɛntsa/,What is the reason of the prevalence of this degraded class and of its vices?,Qual è la ragione della prevalenza di questa classe degradata e dei suoi vizi?,/kwal e la radʒoːne della prevalɛntsa dɪ kwesta klasse deɡradata e deɪ sʊɔi vitsɪ?/,C2,Social,"C2,Social",
prey,preda,/prɛda/,"How, then, did he contrive to get at his prey?",Come ha fatto a raggiungere la sua preda?,/kome a fatːo a radʒːundʒere la sʊa prɛda?/,C2,Social,"C2,Social",
processor,processore,/protʃessore/,The word processor will save you a lot of trouble.,L'elaboratore di testi vi risparmierà un sacco di problemi.,/lelaboratore dɪ tɛstɪ vɪ risparmieɾa ʊn sakːo dɪ problɛmɪ./,C2,Social,"C2,Social",
productivity,produttività,/prodʊtːivita/,"He warned his disciple, Guy de Maupassant, against too much boating as being destructive of mental productivity.","Mise in guardia il suo discepolo, Guy de Maupassant, dall'eccessiva navigazione in barca, in quanto distruttiva della produttività mentale.","/mize in ɡwardia il sʊo diʃɛpolo, ɡwi de maʊpassant, dalletʃːessiva naviɡatsione in barka, in kwanto distrʊtːiva della prodʊtːivita mentale./",C2,Social,"C2,Social",
profess,Professore,/professore/,I don’t profess to be clear about dates.,Non pretendo di essere chiaro sulle date.,/non pretɛndo dɪ ɛssere kjaro sʊlle date./,C2,Social,"C2,Social",
propaganda,propaganda,/propaɡanda/,You are not immune to propaganda.,Non siete immuni dalla propaganda.,/non sjete immunɪ dalla propaɡanda./,C2,Social,"C2,Social",
prophet,profeta,/profɛta/,"Now, then, be the prophet and the fulfiller one.","Ora, dunque, sii il profeta e il realizzatore.","/ora, dunkwe, sji il profɛta e il realidzːatore./",C2,Social,"C2,Social",
proposition,proposta,/proposta/,This proposition can be proved by experiment.,Questa proposizione può essere dimostrata per via sperimentale.,/kwesta propozitsione pʊɔ ɛssere dimostrata per via sperimentale./,C2,Social,"C2,Social",
prosecutor,procuratore,/prokʊratore/,His father is a respected prosecutor.,Suo padre è un rispettato procuratore.,/sʊo padre e ʊn rispetːato prokʊratore./,C2,Social,"C2,Social",
protagonist,protagonista,/protaɡonista/,Tom is the protagonist of the story.,Tom è il protagonista della storia.,/tɔm e il protaɡonista della stɔria./,C2,Social,"C2,Social",
protocol,protocollo,/protokɔllo/,A submissive's training may involve protocols for behavior and communication.,L'addestramento di un sottomesso può comportare protocolli di comportamento e comunicazione.,/ladːestramento dɪ ʊn sotːomesso pʊɔ komportare protokɔllɪ dɪ komportamento e komʊnikatsione./,C2,Social,"C2,Social",
provincial,provinciale,/provintʃale/,"The scene has been fixed by provincial vanity at Trèves, Besançon, &c.","La scena è stata fissata dalla vanità provinciale a Trèves, Besançon, ecc.","/la ʃɛna e stata fissata dalla vanita provintʃale a trɛves, bezanson, ekː./",C2,Social,"C2,Social",
