English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
further,ulteriormente,/ʊlteriormente/,Do they charge me further?,Mi fanno pagare di più?,/mɪ fanno paɡare dɪ pju?/,A2,Grammar,"A2,Grammar",
gentle,dolce,/doltʃe/,This is a gentle provost.,Questo è un prevosto gentile.,/kwesto ɛ ʊn prevɔsto dʒentile./,A2,Grammar,"A2,Grammar",
golden,d'oro,/dɔro/,She was a golden-haired doll!,Era una bambola dai capelli d'oro!,/ɛra ʊna bambola daj kapellɪ dɔro!/,A2,Grammar,"A2,Grammar",
good-looking,bello,/bɛllo/,The royal giant is so good-looking!,Il gigante reale è così bello!,/il dʒiɡante reale e kozi bɛllo!/,A2,Grammar,"A2,Grammar",
government,governo,/ɡovɛrno/,The government was an absolute monarchy.,Il governo era una monarchia assoluta.,/il ɡovɛrno ɛra ʊna monarkia assoluta./,A2,Grammar,"A2,Grammar",
gradually,gradualmente,/ɡradʊalmente/,Gradually they would attain the ending of all fetters.,Gradualmente avrebbero raggiunto la fine di tutte le catene.,/ɡradʊalmente avrebːero radʒːunto la fine dɪ tutːe le katene./,A2,Grammar,"A2,Grammar",
grateful,grato,/ɡrato/,"Is he grateful, ma’am, —is he grateful?","È grato, signora, è grato?","/e ɡrato, siɲora, e ɡrato?/",A2,Grammar,"A2,Grammar",
greatly,molto,/molto/,The throat was greatly chafed.,La gola era molto irritata.,/la ɡola ɛra molto irɾitata./,A2,Grammar,"A2,Grammar",
greedy,avido,/avido/,A greedy person doesn’t know the good.,Una persona avida non conosce il bene.,/ʊna persona avida non konoʃe il bɛne./,A2,Grammar,"A2,Grammar",
grilled,alla griglia,/alla ɡriʎa/,The grilled shrimp in Benedito's salad is a game-changer.,I gamberi grigliati nell'insalata di Benedito cambiano le carte in tavola.,/i ɡamberɪ ɡriʎatɪ nellinsalata dɪ benedito kambjano le karte in tavola./,A2,Grammar,"A2,Grammar",
half-price,metà prezzo,/meta prɛtsːo/,This half-price is common in everyday life.,Questo mezzo prezzo è comune nella vita di tutti i giorni.,/kwesto mɛdzːo prɛtsːo e komune nella vita dɪ tutːɪ i dʒornɪ./,A2,Grammar,"A2,Grammar",
handicapped,handicap,/andikap/,"The answer was crushing, Fourquevaux was heavily handicapped, for he could not openly espouse the cause of Frenchmen who were heretics.","La risposta fu schiacciante: Fourquevaux era fortemente ostacolato, perché non poteva sposare apertamente la causa dei francesi eretici.","/la risposta fʊ skjatʃːante: foʊrkwevaʊks ɛra fortemente ostakolato, perke non potɛva spozare apertamente la kaʊza deɪ frantʃezɪ erɛtitʃɪ./",A2,Grammar,"A2,Grammar",
happily,felicemente,/felitʃemente/,"Happily, I knew the road intimately.","Fortunatamente, conoscevo bene la strada.","/fortʊnatamente, konoʃɛvo bɛne la strada./",A2,Grammar,"A2,Grammar",
hardly,difficilmente,/diffitʃilmente/,I can hardly believe that.,Non riesco a crederci.,/non riesko a kredertʃɪ./,A2,Grammar,"A2,Grammar",
harmful,dannoso,/dannozo/,This is called the harmful.,Questo è chiamato il dannoso.,/kwesto ɛ kjamato il dannozo./,A2,Grammar,"A2,Grammar",
heat,calore,/kalore/,Is it coagulated by heat?,Viene coagulato dal calore?,/vjɛne koaɡʊlato dal kalore?/,A2,Grammar,"A2,Grammar",
heavily,pesantemente,/pezantemente/,Breathing out heavily they know: ‘I’m breathing out heavily.,"Espirando pesantemente sanno: ""Sto espirando pesantemente"".","/espirando pezantemente sanno: ""stɔ espirando pezantemente""./",A2,Grammar,"A2,Grammar",
helpful,utile,/utile/,But what quality is helpful for striving?,Ma quale qualità è utile per lottare?,/ma kwale kwalita e utile per lotːare?/,A2,Grammar,"A2,Grammar",
high,alto,/alto/,The temperature is exceedingly high.,La temperatura è molto alta.,/la temperatura e molto alta./,A2,Grammar,"A2,Grammar",
huge,enorme,/enorme/,The amount of repetition is huge.,La quantità di ripetizioni è enorme.,/la kwantita dɪ ripetitsionɪ e enorme./,A2,Grammar,"A2,Grammar",
human,umano,/ʊmano/,Are they gods or humans?,Sono dei o umani?,/sono deɪ o ʊmanɪ?/,A2,Grammar,"A2,Grammar",
ill,malato,/malato/,You are fevered and ill.,Siete febbricitanti e malati.,/sjete febːritʃitantɪ e malatɪ./,A2,Grammar,"A2,Grammar",
illegal,illegale,/illeɡale/,"In the Institutes, this distinction was abolished and both declared illegal.—M.","Nelle Istituzioni, questa distinzione è stata abolita ed entrambe sono state dichiarate illegali.-M.","/nelle istitʊtsionɪ, kwesta distintsione e stata abolita ed entrambe sono state dikjaɾate illeɡalɪ.ɛmme./",A2,Grammar,"A2,Grammar",
imagination,immaginazione,/immadʒinatsione/,Have no imagination at all.,Non hanno alcuna immaginazione.,/non anno alkʊna immadʒinatsione./,A2,Grammar,"A2,Grammar",
immediately,immediatamente,/immedjatamente/,"Immediately after dark, I should hope.",Spero subito dopo il tramonto.,/spero subito dopo il tramonto./,A2,Grammar,"A2,Grammar",
impatient,impaziente,/impatsiɛnte/,I am impatient to see him.,Sono impaziente di vederlo.,/sono impatsiɛnte dɪ vedɛrlo./,A2,Grammar,"A2,Grammar",
importantly,importante,/importante/,"Importantly, it retains something of a sense of being a special or technical word, so it’s less likely to be misunderstood.","È importante notare che mantiene un senso di parola speciale o tecnica, quindi è meno probabile che venga fraintesa.","/e importante notare ke mantjɛne ʊn sɛnso dɪ paɾɔla spetʃale o tɛknika, kwindɪ e meno probabile ke veŋɡa fraɪnteza./",A2,Grammar,"A2,Grammar",
impossible,impossibile,/impossibile/,"It is impossible, ’ said Kate.","È impossibile"", disse Kate.","/e impossibile"", disse keɪt̪./",A2,Grammar,"A2,Grammar",
included,incluso,/inkluzo/,In which recitation is it included?,In quale recita è inclusa?,/in kwale rɛtʃita e inkluza?/,A2,Grammar,"A2,Grammar",
incredible,incredibile,/inkredibile/,Do you think it incredible that Mr.,Vi sembra incredibile che Mr.,/vɪ sembra inkredibile ke ɛmmeɛrɾe./,A2,Grammar,"A2,Grammar",
indeed,infatti,/infatːɪ/,"I do, indeed, ’ replied Nicholas.","Lo so, infatti"", rispose Nicholas.","/lo sɔ, infatːɪ"", rispoze nikolas./",A2,Grammar,"A2,Grammar",
indoor,interno,/intɛrno/,"What am I to say, indoors?","Cosa devo dire, in casa?","/kɔza dɛvo dire, in kaza?/",A2,Grammar,"A2,Grammar",
inexpensive,economico,/ekonɔmiko/,"Dear me, they are inexpensive, but they are quite wonderful!","Cari miei, sono poco costosi, ma sono davvero meravigliosi!","/karɪ mjɛi, sono pɔko kostɔzɪ, ma sono davvero meraviʎɔzɪ!/",A2,Grammar,"A2,Grammar",
informal,informale,/informale/,"For the rest, though it might be somewhat informal, the gentleman might not object to doing a little business on board.","Per il resto, anche se potrebbe essere un po' informale, il gentiluomo non si opporrebbe a fare un po' di affari a bordo.","/per il rɛsto, anke se potrɛbːe ɛssere ʊn po informale, il dʒentilʊɔmo non sɪ opːorɾɛbːe a fare ʊn po dɪ affarɪ a bɔrdo./",A2,Grammar,"A2,Grammar",
inner,interno,/intɛrno/,"Rather, the focus is on the inner qualities of freedom.",L'attenzione si concentra piuttosto sulle qualità interiori della libertà.,/latːentsione sɪ kontʃentra pjʊtːɔsto sʊlle kwalita interiorɪ della liberta./,A2,Grammar,"A2,Grammar",
inspiration,ispirazione,/ispiratsione/,Unless it be by inspiration.,A meno che non sia per ispirazione.,/a meno ke non sia per ispiratsione./,A2,Grammar,"A2,Grammar",
instead,invece,/invetʃe/,You should do it instead.,Dovreste invece farlo voi.,/dovreste invetʃe farlo voi./,A2,Grammar,"A2,Grammar",
intelligent,intelligente,/intellidʒɛnte/,My intelligent sister is about where she was.,La mia intelligente sorella è più o meno come era lei.,/la mia intellidʒɛnte sorɛlla e pjʊ o meno kome ɛra lɛi./,A2,Grammar,"A2,Grammar",
international,internazionale,/internatsionale/,Many international visitors have come to visit.,Molti visitatori internazionali sono venuti a trovarci.,/moltɪ vizitatorɪ internatsionalɪ sono venutɪ a trovartʃɪ./,A2,Grammar,"A2,Grammar",
invention,invenzione,/inventsione/,Necessity is the mother of invention.,La necessità è la madre dell'invenzione.,/la netʃessita e la madre dellinventsione./,A2,Grammar,"A2,Grammar",
joy,gioia,/dʒɔia/,Do I feel joy again?,Provo di nuovo gioia?,/prɔvo dɪ nʊɔvo dʒɔia?/,A2,Grammar,"A2,Grammar",
kindly,gentilmente,/dʒentilmente/,"You are kindly met, sir.","La saluto cordialmente, signore.","/la saluto kordjalmente, siɲore./",A2,Grammar,"A2,Grammar",
knock,bussare,/bʊssare/,"Go to the gate, somebody knocks.","Vai al cancello, qualcuno bussa.","/vaj al kantʃɛllo, kwalkuno bussa./",A2,Grammar,"A2,Grammar",
learning,apprendimento,/apːrendimento/,You are learning something every day.,Ogni giorno imparate qualcosa.,/oɲɲɪ dʒorno impaɾate kwalkɔza./,A2,Grammar,"A2,Grammar",
least,meno,/meno/,I have spoke the least.,Ho parlato il meno possibile.,/o parlato il meno possibile./,A2,Grammar,"A2,Grammar",
left-hand,sinistra,/sinistra/,"In the middle of the left-hand wall is a door, and beyond it a window.","Al centro della parete di sinistra si trova una porta e, al di là di essa, una finestra.","/al tʃɛntro della parete dɪ sinistra sɪ trɔva ʊna pɔrta eː, al dɪ la dɪ essa, ʊna finɛstra./",A2,Grammar,"A2,Grammar",
less,meno,/meno/,It was very little less.,Era molto poco.,/ɛra molto pɔko./,A2,Grammar,"A2,Grammar",
likely,probabile,/probabile/,"It may be, very likely.","Può essere, è molto probabile.","/pʊɔ ɛssere, e molto probabile./",A2,Grammar,"A2,Grammar",
lively,vivace,/vivatʃe/,It is a lively and jolly narrative.,È un racconto vivace e allegro.,/e ʊn rakːonto vivatʃe e alleɡro./,A2,Grammar,"A2,Grammar",
logical,logico,/lɔdʒiko/,Nothing could be more logical.,Niente di più logico.,/njɛnte dɪ pjʊ lɔdʒiko./,A2,Grammar,"A2,Grammar",
loose,sciolto,/ʃɔlto/,His chronology is loose and inaccurate.,La sua cronologia è approssimativa e imprecisa.,/la sʊa kronolodʒia e apːrossimativa e impretʃiza./,A2,Grammar,"A2,Grammar",
lost,perso,/pɛrso/,It must not be lost.,Non deve andare perduto.,/non dɛve andare perduto./,A2,Grammar,"A2,Grammar",
loud,forte,/fɔrte/,I gave a loud cry.,Ho lanciato un forte grido.,/o lantʃato ʊn fɔrte ɡrido./,A2,Grammar,"A2,Grammar",
loudly,ad alta voce,/ad alta votʃe/,"The suggestion being loudly approved of, Mr.",Il suggerimento è stato approvato a gran voce e Mr.,/il sʊdʒːerimento e stato apːrovato a ɡran votʃe e ɛmmeɛrɾe./,A2,Grammar,"A2,Grammar",
luckily,fortunatamente,/fortʊnatamente/,"Luckily, I have just that number remaining.","Per fortuna, mi è rimasto solo quel numero.","/per fortuna, mɪ e rimasto solo kwel numero./",A2,Grammar,"A2,Grammar",
mad,pazzo,/patsːo/,"Are you mad, my friend?","Sei arrabbiato, amico mio?","/sɛi arɾabːjato, amiko mio?/",A2,Grammar,"A2,Grammar",
magic,magia,/madʒia/,This conversion magic is lovely!,Questa magia di conversione è deliziosa!,/kwesta madʒia dɪ konversjone e delitsjɔza!/,A2,Grammar,"A2,Grammar",
main,principale,/printʃipale/,"It’s the main point, ’ said Mr.","È il punto principale"", ha detto Mr.","/e il punto printʃipale"", a detːo ɛmmeɛrɾe./",A2,Grammar,"A2,Grammar",
mainly,principalmente,/printʃipalmente/,He was crying—mainly from rage.,"Piangeva, soprattutto per la rabbia.","/pjandʒɛva, sopratːutːo per la rabːia./",A2,Grammar,"A2,Grammar",
manner,modo,/mɔdo/,Do not laugh in that manner.,Non ridete in questo modo.,/non ridete in kwesto mɔdo./,A2,Grammar,"A2,Grammar",
marvelous,meraviglioso,/meraviʎozo/,"The coincidence is unheard of, marvelous!","La coincidenza è inaudita, meravigliosa!","/la kointʃidɛntsa e inaʊdita, meraviʎɔza!/",A2,Grammar,"A2,Grammar",
mathematics,matematica,/matematika/,"I don’t take no stock in mathematics, anyway.","Non mi interessa la matematica, in ogni caso.","/non mɪ interessa la matematika, in oɲɲɪ kazo./",A2,Grammar,"A2,Grammar",
maths,matematica,/matematika/,"No one would suggest that school subjects are best mastered by first learning the science curriculum, then the maths, then the history.","Nessuno suggerirebbe che le materie scolastiche si imparano meglio imparando prima il programma di scienze, poi la matematica, poi la storia.","/nessʊno sʊdʒːerirɛbːe ke le matɛrie skolastike sɪ impaɾano mɛʎo impaɾando prima il proɡramma dɪ ʃɛntse, pɔi la matematika, pɔi la stɔria./",A2,Grammar,"A2,Grammar",
medical,medico,/mɛdiko/,Were you obliged to have medical attendance?,Era obbligato a farsi visitare da un medico?,/ɛra obːliɡato a farsɪ vizitare da ʊn mɛdiko?/,A2,Grammar,"A2,Grammar",
metal,metallo,/metallo/,"Some pipes are of wood, others of metal.","Alcuni tubi sono di legno, altri di metallo.","/alkʊnɪ tubɪ sono dɪ leɲɲo, altrɪ dɪ metallo./",A2,Grammar,"A2,Grammar",
method,metodo,/mɛtodo/,And what is that method?,E qual è questo metodo?,/e kwal e kwesto mɛtodo?/,A2,Grammar,"A2,Grammar",
military,militare,/militare/,It is a military image.,È un'immagine militare.,/e ʊnimmadʒine militare./,A2,Grammar,"A2,Grammar",
mineral,minerale,/minerale/,This is mica schist--siliceous mineral.,Si tratta di mica scistosa - minerale siliceo.,/sɪ tratːa dɪ mika ʃistoza minerale silitʃeo./,A2,Grammar,"A2,Grammar",
mirror,specchio,/spɛkːio/,What is the purpose of a mirror?,Qual è lo scopo di uno specchio?,/kwal e lo skɔpo dɪ uno spɛkːio?/,A2,Grammar,"A2,Grammar",
missing,mancante,/mankante/,The missing period was intentional.,Il periodo mancante era intenzionale.,/il periodo mankante ɛra intentsionale./,A2,Grammar,"A2,Grammar",
mostly,per lo più,/per lo pju/,But she is mostly thine!,Ma è soprattutto tua!,/ma e sopratːutːo tua!/,A2,Grammar,"A2,Grammar",
mysterious,misterioso,/misteriozo/,You are unusually mysterious tonight.,Sei insolitamente misterioso stasera.,/sɛi insolitamente misteriozo sta sera./,A2,Grammar,"A2,Grammar",
narrow,stretto,/stretːo/,What is a narrow nutritive ratio?,Che cos'è un rapporto nutritivo stretto?,/ke kozɛ ʊn rapːɔrto nʊtritivo stretːo?/,A2,Grammar,"A2,Grammar",
nearly,quasi,/kwazɪ/,It is nearly fifty miles.,Sono quasi cinquanta miglia.,/sono kwazɪ tʃinkwanta miʎa./,A2,Grammar,"A2,Grammar",
necessary,necessario,/netʃessario/,Do what you think necessary.,Fate ciò che ritenete necessario.,/fate tʃɔ ke ritenete netʃessario./,A2,Grammar,"A2,Grammar",
neither,né,/ne/,Neither could trust the other.,Nessuno dei due poteva fidarsi dell'altro.,/nessʊno deɪ due potɛva fidarsɪ dellaltro./,A2,Grammar,"A2,Grammar",
nervous,nervoso,/nervozo/,He gave a nervous gulp.,Ha emesso un rantolo nervoso.,/a emesso ʊn rantolo nervozo./,A2,Grammar,"A2,Grammar",
noisy,rumoroso,/rʊmorozo/,"Lydia was Lydia still; untamed, unabashed, wild, noisy, and fearless.","Lydia era ancora Lydia; indomita, senza freni, selvaggia, rumorosa e senza paura.","/lidia ɛra ankora lidia; indɔmita, sɛntsa frenɪ, selvadʒːa, rʊmoroza e sɛntsa paʊra./",A2,Grammar,"A2,Grammar",
normal,normale,/normale/,This is the normal character of verse.,Questo è il carattere normale dei versi.,/kwesto ɛ il kaɾatːere normale deɪ versɪ./,A2,Grammar,"A2,Grammar",
normally,normalmente,/normalmente/,It is normally used for Brahmanical places.,Viene normalmente utilizzato per i luoghi brahmanici.,/vjɛne normalmente ʊtilidzːato per i lʊɔɡɪ bramanitʃɪ./,A2,Grammar,"A2,Grammar",
nowhere,da nessuna parte,/da nessʊna parte/,Such an understanding is nowhere expressed.,Tale comprensione non è espressa da nessuna parte.,/tale komprensjone non e espressa da nessʊna parte./,A2,Grammar,"A2,Grammar",
option,opzione,/optsione/,"Aside from this, her options were limited.","A parte questo, le sue opzioni erano limitate.","/a parte kwesto, le sʊe optsionɪ ɛrano limitate./",A2,Grammar,"A2,Grammar",
organisation,organizzazione,/orɡanidzːatsione/,It is an interesting study to watch the play of its organisation.,È uno studio interessante osservare il gioco della sua organizzazione.,/e uno studio interessante osservare il dʒɔko della sʊa orɡanidzːatsione./,A2,Grammar,"A2,Grammar",
original,originale,/oridʒinale/,But where is the original?,Ma dov'è l'originale?,/ma dovɛ loridʒinale?/,A2,Grammar,"A2,Grammar",
out,fuori,/fʊorɪ/,I can’t make this out.,Non riesco a capire.,/non riesko a kapire./,A2,Grammar,"A2,Grammar",
overseas,all'estero,/allɛstero/,I want to travel overseas next year.,L'anno prossimo voglio viaggiare all'estero.,/lanno prɔssimo voʎo vjadʒːare allɛstero./,A2,Grammar,"A2,Grammar",
overweight,sovrappeso,/sovrapːezo/,Sixty-nine percent of Americans are overweight.,Il 69% degli americani è in sovrappeso.,/il sessantanɔve pertʃɛŋto deʎɪ amerikanɪ e in sovrapːezo./,A2,Grammar,"A2,Grammar",
pacific,pacifico,/patʃifiko/,"He is only found, I think, in the Pacific.","Si trova solo, credo, nel Pacifico.","/sɪ trɔva solo, krɛdo, nel patʃifiko./",A2,Grammar,"A2,Grammar",
partly,in parte,/in parte/,I partly know the man.,Conosco in parte l'uomo.,/konosko in parte lwɔmo./,A2,Grammar,"A2,Grammar",
peaceful,pacifico,/patʃifiko/,They see it as peaceful.,La vedono come una cosa pacifica.,/la vedono kome ʊna kɔza patʃifika./,A2,Grammar,"A2,Grammar",
perfectly,perfettamente,/perfetːamente/,The passage was perfectly dark.,Il passaggio era perfettamente buio.,/il passadʒːo ɛra perfetːamente buːjo./,A2,Grammar,"A2,Grammar",
perfume,profumo,/profumo/,Among terrestrial things musk does the same and other perfumes.,"Tra le cose terrestri, il muschio fa lo stesso e altri profumi.","/tra le kɔze terɾɛstrɪ, il muskio fa lo stesso e altrɪ profumɪ./",A2,Grammar,"A2,Grammar",
perhaps,forse,/forse/,Perhaps you will take Mr.,Forse prenderà con sé il Sig.,/forse prendeɾa kon se il siɡ./,A2,Grammar,"A2,Grammar",
physical,fisico,/fiziko/,Breathing is a physical process.,La respirazione è un processo fisico.,/la respiratsione e ʊn protʃɛsso fiziko./,A2,Grammar,"A2,Grammar",
physically,fisicamente,/fizikamente/,"Being strong physically, she soon overcame the horror of blood.","Essendo forte fisicamente, ha presto superato l'orrore del sangue.","/essɛndo fɔrte fizikamente, a prɛsto sʊperato lorɾore del saŋɡwe./",A2,Grammar,"A2,Grammar",
plastic,plastica,/plastika/,"The eye lens is plastic, like a piece of india-rubber.","La lente dell'occhio è di plastica, come un pezzo di gomma india.","/la lɛnte dellɔkːio e dɪ plastika, kome ʊn pɛtsːo dɪ ɡomma india./",A2,Grammar,"A2,Grammar",
playful,giocoso,/dʒokozo/,"You’re a clever boy, my dear,” said the playful old gentleman, patting Oliver on the head approvingly.","Sei un ragazzo intelligente, mio caro"", disse il vecchio signore scherzoso, dando una pacca sulla testa a Oliver.","/sɛi ʊn raɡatsːo intellidʒɛnte, mio karo"", disse il vɛkːio siɲore skertsozo, dando ʊna pakːa sʊlla tɛsta a ɔːliver./",A2,Grammar,"A2,Grammar",
pleasant,piacevole,/pjatʃevole/,"That’s very pleasant, you know!","È molto piacevole, sai!","/e molto pjatʃevole, saj!/",A2,Grammar,"A2,Grammar",
pleased,soddisfatto,/sodːisfatːo/,"But are you pleased, Jane?","Ma sei contenta, Jane?","/ma sɛi kontɛnta, (en)dʒeɪn(it)?/",A2,Grammar,"A2,Grammar",
pleasing,piacevole,/pjatʃevole/,This pleasing work is original and authentic.,Questa piacevole opera è originale e autentica.,/kwesta pjatʃevole ɔpera e oridʒinale e aʊtɛntika./,A2,Grammar,"A2,Grammar",
plus,più,/pju/,"↩ The twenty are the ten factors, plus ten for the relevant qualities they promote.","I venti sono i dieci fattori, più dieci per le qualità rilevanti che promuovono.","/i vɛntɪ sono i djɛtʃɪ fatːorɪ, pjʊ djɛtʃɪ per le kwalita rilevantɪ ke promʊɔvono./",A2,Grammar,"A2,Grammar",
polite,educato,/edʊkato/,"I am not polite, I know.","Non sono educato, lo so.","/non sono edʊkato, lo sɔ./",A2,Grammar,"A2,Grammar",
political,politico,/politiko/,"Are they most religious, political, or festive?","Sono più religiosi, politici o festosi?","/sono pjʊ relidʒozɪ, polititʃɪ o festɔzɪ?/",A2,Grammar,"A2,Grammar",
possibility,possibilità,/possibilita/,There is such a possibility.,Esiste questa possibilità.,/eziste kwesta possibilita./,A2,Grammar,"A2,Grammar",
possibly,eventualmente,/eventʊalmente/,I could not possibly refuse.,Non potevo rifiutare.,/non potɛvo rifjʊtare./,A2,Grammar,"A2,Grammar",
powerful,potente,/potɛnte/,We’ll see how powerful they are.,Vedremo quanto sono potenti.,/vedrɛmo kwanto sono potɛntɪ./,A2,Grammar,"A2,Grammar",
precise,preciso,/pretʃizo/,The precise situation is not ascertained.,La situazione precisa non è stata accertata.,/la sitʊatsione pretʃiza non e stata atʃːertata./,A2,Grammar,"A2,Grammar",
pressure,pressione,/pressjone/,For emergency stops full atmospheric pressure is used.,Per gli arresti di emergenza si utilizza la piena pressione atmosferica.,/per ʎɪ arɾɛstɪ dɪ emerdʒɛntsa sɪ ʊtilidzːa la pjɛna pressjone atmosfɛrika./,A2,Grammar,"A2,Grammar",
prize,premio,/prɛmio/,"So, Bassianus, you have played your prize.","Allora, Bassiano, ti sei giocato il tuo premio.","/allora, bassjano, tɪ sɛi dʒokato il tʊo prɛmio./",A2,Grammar,"A2,Grammar",
proper,corretto,/korɾɛtːo/,He has no proper nose.,Non ha un naso vero e proprio.,/non a ʊn nazo vero e prɔprio./,A2,Grammar,"A2,Grammar",
public,pubblico,/pubːliko/,What are the public amusements?,Quali sono i divertimenti pubblici?,/kwalɪ sono i divertimentɪ pubːlitʃɪ?/,A2,Grammar,"A2,Grammar",
purpose,scopo,/skɔpo/,What purpose would that answer?,A quale scopo?,/a kwale skɔpo?/,A2,Grammar,"A2,Grammar",
quality,qualità,/kwalita/,This is a warm-hearted quality.,Si tratta di una qualità calorosa.,/sɪ tratːa dɪ ʊna kwalita kaloroza./,A2,Grammar,"A2,Grammar",
quantity,quantità,/kwantita/,Great quantity of honey was collected.,È stata raccolta una grande quantità di miele.,/e stata rakːɔlta ʊna ɡrande kwantita dɪ mjɛle./,A2,Grammar,"A2,Grammar",
quietly,tranquillamente,/trankwillamente/,"I don’t think you would, ’ said Newman, quietly.","Non credo che lo faresti"", disse Newman, a bassa voce.","/non krɛdo ke lo farɛstɪ"", disse newman, a bassa votʃe./",A2,Grammar,"A2,Grammar",
racket,racchetta,/rakːetːa/,"The Buddha said to them: “Mendicants, what’s with that dreadful racket?","Il Buddha disse loro: ""Mendicanti, cos'è questo terribile baccano?","/il budːa disse lɔro: ""mendikantɪ, kozɛ kwesto terɾibile bakːano?/",A2,Grammar,"A2,Grammar",
rather,piuttosto,/pjʊtːɔsto/,"Rather, sir, I must say.","Piuttosto, signore, devo dire.","/pjʊtːɔsto, siɲore, dɛvo dire./",A2,Grammar,"A2,Grammar",
rating,valutazione,/valʊtatsione/,Pedantry is properly the over-rating of any kind of knowledge we pretend to.,La pedanteria è propriamente la sopravvalutazione di qualsiasi tipo di conoscenza che pretendiamo di avere.,/la pedanteria e propriamente la sopravvalʊtatsione dɪ kwalsiazɪ tipo dɪ konoʃɛntsa ke pretendjamo dɪ avere./,A2,Grammar,"A2,Grammar",
raw,grezzo,/ɡretsːo/,The dew is raw and cold.,La rugiada è cruda e fredda.,/la rʊdʒada e kruda e fredːa./,A2,Grammar,"A2,Grammar",
reach,raggiungere,/radʒːundʒere/,How I could reach them?,Come posso raggiungerli?,/kome pɔsso radʒːundʒerlɪ?/,A2,Grammar,"A2,Grammar",
recently,recentemente,/retʃentemente/,"You have been recently married, ma’am?","Si è sposata da poco, signora?","/sɪ e spozata da pɔko, siɲora?/",A2,Grammar,"A2,Grammar",
regularly,regolarmente,/reɡolarmente/,You have regularly given me up.,Mi avete regolarmente abbandonato.,/mɪ avete reɡolarmente abːandonato./,A2,Grammar,"A2,Grammar",
relaxed,rilassato,/rilassato/,Prosperity had relaxed the nerves of discipline.,La prosperità aveva rilassato i nervi della disciplina.,/la prosperita aveva rilassato i nɛrvɪ della diʃiplina./,A2,Grammar,"A2,Grammar",
remote,remoto,/remɔto/,But that is a remote dream.,Ma questo è un sogno remoto.,/ma kwesto ɛ ʊn soɲɲo remɔto./,A2,Grammar,"A2,Grammar",
research,ricerca,/ritʃerka/,See the elaborate researches of M.,Si vedano le elaborate ricerche di M.,/sɪ vedano le elaborate ritʃɛrke dɪ ɛmme./,A2,Grammar,"A2,Grammar",
retired,in pensione,/in pensjone/,It is a retired situation.,È una situazione di pensionamento.,/e ʊna sitʊatsione dɪ pensjonamento./,A2,Grammar,"A2,Grammar",
right-hand,destra,/dɛstra/,"Ignore the left, and take the right-hand path.",Ignorate la sinistra e prendete il sentiero di destra.,/iɲorate la sinistra e prendete il sentiɛro dɪ dɛstra./,A2,Grammar,"A2,Grammar",
roughly,approssimativamente,/apːrossimativamente/,The counterscarp was roughly finished.,La controscarpa è stata completata in modo approssimativo.,/la kontroskarpa e stata kompletata in mɔdo apːrossimativo./,A2,Grammar,"A2,Grammar",
roundabout,rotatoria,/rotatɔria/,The story goes in a roundabout way.,La storia si svolge in modo circolare.,/la stɔria sɪ zvoldʒe in mɔdo tʃirkolare./,A2,Grammar,"A2,Grammar",
royal,reale,/reale/,When is the royal day?,Quando è il giorno reale?,/kwando e il dʒorno reale?/,A2,Grammar,"A2,Grammar",
sadly,tristemente,/tristemente/,"This, ” observed Clifford sadly, “is serious.","Questo"", osservò Clifford con tristezza, ""è grave.","/kwesto"", osservɔ klifford kon tristetsːa, ""e ɡrave./",A2,Grammar,"A2,Grammar",
safe,sicuro,/sikuro/,And Mary King is safe!,E Mary King è salva!,/e mɛːɾɪ kiŋɡ e salva!/,A2,Grammar,"A2,Grammar",
sandy,sabbioso,/sabːjozo/,The sandy bottom was clean and bright.,Il fondo sabbioso era pulito e luminoso.,/il fondo sabːjozo ɛra pʊlito e lʊminozo./,A2,Grammar,"A2,Grammar",
scared,spaventato,/spaventato/,"My souls, but I was scared!","Le mie anime, ma avevo paura!","/le mie anime, ma avevo paʊra!/",A2,Grammar,"A2,Grammar",
scary,spaventoso,/spaventozo/,The waves were huge and scary.,Le onde erano enormi e spaventose.,/le onde ɛrano enormɪ e spaventoze./,A2,Grammar,"A2,Grammar",
scientific,scientifico,/ʃentifiko/,The scientific gentleman was a bachelor.,Il gentiluomo scientifico era scapolo.,/il dʒentilʊɔmo ʃentifiko ɛra skapolo./,A2,Grammar,"A2,Grammar",
search,ricerca,/ritʃerka/,These are the three searches.,Queste sono le tre ricerche.,/kweste sono le tre ritʃɛrke./,A2,Grammar,"A2,Grammar",
secondly,in secondo luogo,/in sekondo lʊɔɡo/,"Now you are to understand, secondly, Mr.","Ora dovete capire, in secondo luogo, che il Sig.","/ora dovete kapire, in sekondo lʊɔɡo, ke il siɡ./",A2,Grammar,"A2,Grammar",
serious,serio,/sɛrio/,Serious offenses should be known.,I reati gravi devono essere conosciuti.,/i reatɪ ɡravɪ devono ɛssere konoʃutɪ./,A2,Grammar,"A2,Grammar",
seriously,seriamente,/seriamente/,I want to talk very seriously.,Voglio parlare molto seriamente.,/voʎo parlare molto seriamente./,A2,Grammar,"A2,Grammar",
several,diversi,/divɛrsɪ/,We could count several hundreds.,Potremmo contarne diverse centinaia.,/potrɛmmo kontarne divɛrse tʃentinaia./,A2,Grammar,"A2,Grammar",
