"Time","English","Italian","IPA","Tags"
"04:32","four thirty-two","le quattro e trentadue","[le ˈkwattro e trentaˈdu.e]","Telling_Time"
"04:33","four thirty-three","le quattro e trentatré","[le ˈkwattro e trentaˈtrɛ]","Telling_Time"
"04:34","four thirty-four","le quattro e trentaquattro","[le ˈkwattro e trentakˈkwattro]","Telling_Time"
"04:35","four thirty-five","le quattro e trentacinque","[le ˈkwattro e trentatʃiŋˈkwe]","Telling_Time"
"04:36","four thirty-six","le quattro e trentasei","[le ˈkwattro e trantaˈsɛi]","Telling_Time"
"04:37","four thirty-seven","le quattro e trentasette","[le ˈkwattro e trantaˈsɛtte]","Telling_Time"
"04:38","four thirty-eight","le quattro e trentotto","[le ˈkwattro e trantˈɔtto]","Telling_Time"
"04:39","four thirty-nine","le quattro e trentanove","[le ˈkwattro e trantaˈnɔve]","Telling_Time"
"04:40","four forty","le quattro e quaranta","[le ˈkwattro e kwaˈranta]","Telling_Time"
"04:41","four forty-one","le quattro e quarantuno","[le ˈkwattro e kwarantuˈno]","Telling_Time"
"04:42","four forty-two","le quattro e quarantadue","[le ˈkwattro e kwarantaˈdu.e]","Telling_Time"
"04:43","four forty-three","le quattro e quarantatré","[le ˈkwattro e kwarantaˈtrɛ]","Telling_Time"
"04:44","four forty-four","le quattro e quarantaquattro","[le ˈkwattro e kwarantaˈkwattro]","Telling_Time"
"04:45","four forty-five","le quattro e quarantacinque","[le ˈkwattro e kwarantaˈtʃiŋkwe]","Telling_Time"
"04:46","four forty-six","le quattro e quarantasei","[le ˈkwattro e kwarantaˈsɛi]","Telling_Time"
"04:47","four forty-seven","le quattro e quarantasette","[le ˈkwattro e kwarantaˈsɛtte]","Telling_Time"
"04:48","four forty-eight","le quattro e quarantotto","[le ˈkwattro e kwarantˈɔtto]","Telling_Time"
"04:49","four forty-nine","le quattro e quarantanove","[le ˈkwattro e kwarantaˈnɔve]","Telling_Time"
"04:50","four fifty","le quattro e cinquanta","[le ˈkwattro e tʃiŋˈkwanta]","Telling_Time"
"04:51","four fifty-one","le quattro e cinquantuno","[le ˈkwattro e tʃiŋkwantuˈno]","Telling_Time"
"04:52","four fifty-two","le quattro e cinquantadue","[le ˈkwattro e tʃiŋkwantaˈdu.e]","Telling_Time"
"04:53","four fifty-three","le quattro e cinquantatré","[le ˈkwattro e tʃiŋkwantaˈtrɛ]","Telling_Time"
"04:54","four fifty-four","le quattro e cinquantaquattro","[le ˈkwattro e tʃiŋkwantaˈkwattro]","Telling_Time"
"04:55","four fifty-five","le quattro e cinquantacinque","[le ˈkwattro e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"04:56","four fifty-six","le quattro e cinquantasei","[le ˈkwattro e tʃiŋkwantaˈsɛi]","Telling_Time"
"04:57","four fifty-seven","le quattro e cinquantasette","[le ˈkwattro e tʃiŋkwantaˈsɛtte]","Telling_Time"
"04:58","four fifty-eight","le quattro e cinquantotto","[le ˈkwattro e tʃiŋkwantˈɔtto]","Telling_Time"
"04:59","four fifty-nine","le quattro e cinquantanove","[le ˈkwattro e tʃiŋkwantaˈnɔve]","Telling_Time"
"05:00","five o'clock","le cinque","[le ˈtʃiŋkwe]","Telling_Time"
"05:01","five oh one","le cinque e uno","[le ˈtʃiŋkwe e ˈuno]","Telling_Time"
"05:02","five oh two","le cinque e due","[le ˈtʃiŋkwe e ˈdu.e]","Telling_Time"
"05:03","five oh three","le cinque e tre","[le ˈtʃiŋkwe e ˈtrɛ]","Telling_Time"
"05:04","five oh four","le cinque e quattro","[le ˈtʃiŋkwe e ˈkwattro]","Telling_Time"
"05:05","five oh five","le cinque e cinque","[le ˈtʃiŋkwe e ˈtʃiŋkwe]","Telling_Time"
"05:06","five oh six","le cinque e sei","[le ˈtʃiŋkwe e ˈsɛi]","Telling_Time"
"05:07","five oh seven","le cinque e sette","[le ˈtʃiŋkwe e ˈsɛtte]","Telling_Time"
"05:08","five oh eight","le cinque e otto","[le ˈtʃiŋkwe e ˈɔtto]","Telling_Time"
"05:09","five oh nine","le cinque e nove","[le ˈtʃiŋkwe e ˈnɔve]","Telling_Time"
"05:10","five ten","le cinque e dieci","[le ˈtʃiŋkwe e ˈdjɛtʃi]","Telling_Time"
"05:11","five eleven","le cinque e undici","[le ˈtʃiŋkwe e ˈunditʃi]","Telling_Time"
"05:12","five twelve","le cinque e dodici","[le ˈtʃiŋkwe e ˈdoditʃi]","Telling_Time"
"05:13","five thirteen","le cinque e tredici","[le ˈtʃiŋkwe e treˈditʃi]","Telling_Time"
"05:14","five fourteen","le cinque e quattordici","[le ˈtʃiŋkwe e kwatˈtorditʃi]","Telling_Time"
"05:15","five fifteen","le cinque e quindici","[le ˈtʃiŋkwe e ˈkwinditʃi]","Telling_Time"
"05:16","five sixteen","le cinque e sedici","[le ˈtʃiŋkwe e seˈditʃi]","Telling_Time"
"05:17","five seventeen","le cinque e diciassette","[le ˈtʃiŋkwe e ditʃasˈsɛtte]","Telling_Time"
"05:18","five eighteen","le cinque e diciotto","[le ˈtʃiŋkwe e ditʃˈɔtto]","Telling_Time"
"05:19","five nineteen","le cinque e diciannove","[le ˈtʃiŋkwe e ditʃanˈnɔve]","Telling_Time"
"05:20","five twenty","le cinque e venti","[le ˈtʃiŋkwe e ˈvɛnti]","Telling_Time"
"05:21","five twenty-one","le cinque e ventuno","[le ˈtʃiŋkwe e ventuˈno]","Telling_Time"
"05:22","five twenty-two","le cinque e ventidue","[le ˈtʃiŋkwe e ventiˈdu.e]","Telling_Time"
"05:23","five twenty-three","le cinque e ventitré","[le ˈtʃiŋkwe e ventiˈtrɛ]","Telling_Time"
"05:24","five twenty-four","le cinque e ventiquattro","[le ˈtʃiŋkwe e ventiˈkwattro]","Telling_Time"
"05:25","five twenty-five","le cinque e venticinque","[le ˈtʃiŋkwe e ventitʃiŋˈkwe]","Telling_Time"
"05:26","five twenty-six","le cinque e ventisei","[le ˈtʃiŋkwe e ventiˈsɛi]","Telling_Time"
"05:27","five twenty-seven","le cinque e ventisette","[le ˈtʃiŋkwe e ventiˈsɛtte]","Telling_Time"
"05:28","five twenty-eight","le cinque e ventotto","[le ˈtʃiŋkwe e ventˈɔtto]","Telling_Time"
"05:29","five twenty-nine","le cinque e ventinove","[le ˈtʃiŋkwe e ventiˈnɔve]","Telling_Time"
"05:30","five thirty","le cinque e trenta","[le ˈtʃiŋkwe e ˈtrɛnta]","Telling_Time"
"05:31","five thirty-one","le cinque e trentuno","[le ˈtʃiŋkwe e trentuˈno]","Telling_Time"
"05:32","five thirty-two","le cinque e trentadue","[le ˈtʃiŋkwe e trentaˈdu.e]","Telling_Time"
"05:33","five thirty-three","le cinque e trentatré","[le ˈtʃiŋkwe e trentaˈtrɛ]","Telling_Time"
"05:34","five thirty-four","le cinque e trentaquattro","[le ˈtʃiŋkwe e trentakˈkwattro]","Telling_Time"
"05:35","five thirty-five","le cinque e trentacinque","[le ˈtʃiŋkwe e trentatʃiŋˈkwe]","Telling_Time"
"05:36","five thirty-six","le cinque e trentasei","[le ˈtʃiŋkwe e trantaˈsɛi]","Telling_Time"
"05:37","five thirty-seven","le cinque e trentasette","[le ˈtʃiŋkwe e trantaˈsɛtte]","Telling_Time"
"05:38","five thirty-eight","le cinque e trentotto","[le ˈtʃiŋkwe e trantˈɔtto]","Telling_Time"
"05:39","five thirty-nine","le cinque e trentanove","[le ˈtʃiŋkwe e trantaˈnɔve]","Telling_Time"
"05:40","five forty","le cinque e quaranta","[le ˈtʃiŋkwe e kwaˈranta]","Telling_Time"
"05:41","five forty-one","le cinque e quarantuno","[le ˈtʃiŋkwe e kwarantuˈno]","Telling_Time"
"05:42","five forty-two","le cinque e quarantadue","[le ˈtʃiŋkwe e kwarantaˈdu.e]","Telling_Time"
"05:43","five forty-three","le cinque e quarantatré","[le ˈtʃiŋkwe e kwarantaˈtrɛ]","Telling_Time"
"05:44","five forty-four","le cinque e quarantaquattro","[le ˈtʃiŋkwe e kwarantaˈkwattro]","Telling_Time"
"05:45","five forty-five","le cinque e quarantacinque","[le ˈtʃiŋkwe e kwarantaˈtʃiŋkwe]","Telling_Time"
"05:46","five forty-six","le cinque e quarantasei","[le ˈtʃiŋkwe e kwarantaˈsɛi]","Telling_Time"
"05:47","five forty-seven","le cinque e quarantasette","[le ˈtʃiŋkwe e kwarantaˈsɛtte]","Telling_Time"
"05:48","five forty-eight","le cinque e quarantotto","[le ˈtʃiŋkwe e kwarantˈɔtto]","Telling_Time"
"05:49","five forty-nine","le cinque e quarantanove","[le ˈtʃiŋkwe e kwarantaˈnɔve]","Telling_Time"
"05:50","five fifty","le cinque e cinquanta","[le ˈtʃiŋkwe e tʃiŋˈkwanta]","Telling_Time"
"05:51","five fifty-one","le cinque e cinquantuno","[le ˈtʃiŋkwe e tʃiŋkwantuˈno]","Telling_Time"
"05:52","five fifty-two","le cinque e cinquantadue","[le ˈtʃiŋkwe e tʃiŋkwantaˈdu.e]","Telling_Time"
"05:53","five fifty-three","le cinque e cinquantatré","[le ˈtʃiŋkwe e tʃiŋkwantaˈtrɛ]","Telling_Time"
"05:54","five fifty-four","le cinque e cinquantaquattro","[le ˈtʃiŋkwe e tʃiŋkwantaˈkwattro]","Telling_Time"
"05:55","five fifty-five","le cinque e cinquantacinque","[le ˈtʃiŋkwe e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"05:56","five fifty-six","le cinque e cinquantasei","[le ˈtʃiŋkwe e tʃiŋkwantaˈsɛi]","Telling_Time"
"05:57","five fifty-seven","le cinque e cinquantasette","[le ˈtʃiŋkwe e tʃiŋkwantaˈsɛtte]","Telling_Time"
"05:58","five fifty-eight","le cinque e cinquantotto","[le ˈtʃiŋkwe e tʃiŋkwantˈɔtto]","Telling_Time"
"05:59","five fifty-nine","le cinque e cinquantanove","[le ˈtʃiŋkwe e tʃiŋkwantaˈnɔve]","Telling_Time"
"06:00","six o'clock","le sei","[le ˈsɛi]","Telling_Time"
"06:01","six oh one","le sei e uno","[le ˈsɛi e ˈuno]","Telling_Time"
"06:02","six oh two","le sei e due","[le ˈsɛi e ˈdu.e]","Telling_Time"
"06:03","six oh three","le sei e tre","[le ˈsɛi e ˈtrɛ]","Telling_Time"
"06:04","six oh four","le sei e quattro","[le ˈsɛi e ˈkwattro]","Telling_Time"
"06:05","six oh five","le sei e cinque","[le ˈsɛi e ˈtʃiŋkwe]","Telling_Time"
"06:06","six oh six","le sei e sei","[le ˈsɛi e ˈsɛi]","Telling_Time"
"06:07","six oh seven","le sei e sette","[le ˈsɛi e ˈsɛtte]","Telling_Time"
"06:08","six oh eight","le sei e otto","[le ˈsɛi e ˈɔtto]","Telling_Time"
"06:09","six oh nine","le sei e nove","[le ˈsɛi e ˈnɔve]","Telling_Time"
"06:10","six ten","le sei e dieci","[le ˈsɛi e ˈdjɛtʃi]","Telling_Time"
"06:11","six eleven","le sei e undici","[le ˈsɛi e ˈunditʃi]","Telling_Time"
"06:12","six twelve","le sei e dodici","[le ˈsɛi e ˈdoditʃi]","Telling_Time"
"06:13","six thirteen","le sei e tredici","[le ˈsɛi e treˈditʃi]","Telling_Time"
"06:14","six fourteen","le sei e quattordici","[le ˈsɛi e kwatˈtorditʃi]","Telling_Time"
"06:15","six fifteen","le sei e quindici","[le ˈsɛi e ˈkwinditʃi]","Telling_Time"
"06:16","six sixteen","le sei e sedici","[le ˈsɛi e seˈditʃi]","Telling_Time"
"06:17","six seventeen","le sei e diciassette","[le ˈsɛi e ditʃasˈsɛtte]","Telling_Time"
"06:18","six eighteen","le sei e diciotto","[le ˈsɛi e ditʃˈɔtto]","Telling_Time"
"06:19","six nineteen","le sei e diciannove","[le ˈsɛi e ditʃanˈnɔve]","Telling_Time"
"06:20","six twenty","le sei e venti","[le ˈsɛi e ˈvɛnti]","Telling_Time"
"06:21","six twenty-one","le sei e ventuno","[le ˈsɛi e ventuˈno]","Telling_Time"
"06:22","six twenty-two","le sei e ventidue","[le ˈsɛi e ventiˈdu.e]","Telling_Time"
"06:23","six twenty-three","le sei e ventitré","[le ˈsɛi e ventiˈtrɛ]","Telling_Time"
"06:24","six twenty-four","le sei e ventiquattro","[le ˈsɛi e ventiˈkwattro]","Telling_Time"
"06:25","six twenty-five","le sei e venticinque","[le ˈsɛi e ventitʃiŋˈkwe]","Telling_Time"
"06:26","six twenty-six","le sei e ventisei","[le ˈsɛi e ventiˈsɛi]","Telling_Time"
"06:27","six twenty-seven","le sei e ventisette","[le ˈsɛi e ventiˈsɛtte]","Telling_Time"
"06:28","six twenty-eight","le sei e ventotto","[le ˈsɛi e ventˈɔtto]","Telling_Time"
"06:29","six twenty-nine","le sei e ventinove","[le ˈsɛi e ventiˈnɔve]","Telling_Time"
"06:30","six thirty","le sei e trenta","[le ˈsɛi e ˈtrɛnta]","Telling_Time"
"06:31","six thirty-one","le sei e trentuno","[le ˈsɛi e trentuˈno]","Telling_Time"
"06:32","six thirty-two","le sei e trentadue","[le ˈsɛi e trentaˈdu.e]","Telling_Time"
"06:33","six thirty-three","le sei e trentatré","[le ˈsɛi e trentaˈtrɛ]","Telling_Time"
"06:34","six thirty-four","le sei e trentaquattro","[le ˈsɛi e trentakˈkwattro]","Telling_Time"
"06:35","six thirty-five","le sei e trentacinque","[le ˈsɛi e trentatʃiŋˈkwe]","Telling_Time"
"06:36","six thirty-six","le sei e trentasei","[le ˈsɛi e trantaˈsɛi]","Telling_Time"
"06:37","six thirty-seven","le sei e trentasette","[le ˈsɛi e trantaˈsɛtte]","Telling_Time"
"06:38","six thirty-eight","le sei e trentotto","[le ˈsɛi e trantˈɔtto]","Telling_Time"
"06:39","six thirty-nine","le sei e trentanove","[le ˈsɛi e trantaˈnɔve]","Telling_Time"
"06:40","six forty","le sei e quaranta","[le ˈsɛi e kwaˈranta]","Telling_Time"
"06:41","six forty-one","le sei e quarantuno","[le ˈsɛi e kwarantuˈno]","Telling_Time"
"06:42","six forty-two","le sei e quarantadue","[le ˈsɛi e kwarantaˈdu.e]","Telling_Time"
"06:43","six forty-three","le sei e quarantatré","[le ˈsɛi e kwarantaˈtrɛ]","Telling_Time"
"06:44","six forty-four","le sei e quarantaquattro","[le ˈsɛi e kwarantaˈkwattro]","Telling_Time"
"06:45","six forty-five","le sei e quarantacinque","[le ˈsɛi e kwarantaˈtʃiŋkwe]","Telling_Time"
"06:46","six forty-six","le sei e quarantasei","[le ˈsɛi e kwarantaˈsɛi]","Telling_Time"
"06:47","six forty-seven","le sei e quarantasette","[le ˈsɛi e kwarantaˈsɛtte]","Telling_Time"
"06:48","six forty-eight","le sei e quarantotto","[le ˈsɛi e kwarantˈɔtto]","Telling_Time"
"06:49","six forty-nine","le sei e quarantanove","[le ˈsɛi e kwarantaˈnɔve]","Telling_Time"
"06:50","six fifty","le sei e cinquanta","[le ˈsɛi e tʃiŋˈkwanta]","Telling_Time"
"06:51","six fifty-one","le sei e cinquantuno","[le ˈsɛi e tʃiŋkwantuˈno]","Telling_Time"
"06:52","six fifty-two","le sei e cinquantadue","[le ˈsɛi e tʃiŋkwantaˈdu.e]","Telling_Time"
"06:53","six fifty-three","le sei e cinquantatré","[le ˈsɛi e tʃiŋkwantaˈtrɛ]","Telling_Time"
"06:54","six fifty-four","le sei e cinquantaquattro","[le ˈsɛi e tʃiŋkwantaˈkwattro]","Telling_Time"
"06:55","six fifty-five","le sei e cinquantacinque","[le ˈsɛi e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"06:56","six fifty-six","le sei e cinquantasei","[le ˈsɛi e tʃiŋkwantaˈsɛi]","Telling_Time"
"06:57","six fifty-seven","le sei e cinquantasette","[le ˈsɛi e tʃiŋkwantaˈsɛtte]","Telling_Time"
"06:58","six fifty-eight","le sei e cinquantotto","[le ˈsɛi e tʃiŋkwantˈɔtto]","Telling_Time"
"06:59","six fifty-nine","le sei e cinquantanove","[le ˈsɛi e tʃiŋkwantaˈnɔve]","Telling_Time"
"07:00","seven o'clock","le sette","[le ˈsɛtte]","Telling_Time"
"07:01","seven oh one","le sette e uno","[le ˈsɛtte e ˈuno]","Telling_Time"
"07:02","seven oh two","le sette e due","[le ˈsɛtte e ˈdu.e]","Telling_Time"
"07:03","seven oh three","le sette e tre","[le ˈsɛtte e ˈtrɛ]","Telling_Time"
"07:04","seven oh four","le sette e quattro","[le ˈsɛtte e ˈkwattro]","Telling_Time"
"07:05","seven oh five","le sette e cinque","[le ˈsɛtte e ˈtʃiŋkwe]","Telling_Time"
"07:06","seven oh six","le sette e sei","[le ˈsɛtte e ˈsɛi]","Telling_Time"
"07:07","seven oh seven","le sette e sette","[le ˈsɛtte e ˈsɛtte]","Telling_Time"
"07:08","seven oh eight","le sette e otto","[le ˈsɛtte e ˈɔtto]","Telling_Time"
"07:09","seven oh nine","le sette e nove","[le ˈsɛtte e ˈnɔve]","Telling_Time"
"07:10","seven ten","le sette e dieci","[le ˈsɛtte e ˈdjɛtʃi]","Telling_Time"
"07:11","seven eleven","le sette e undici","[le ˈsɛtte e ˈunditʃi]","Telling_Time"
"07:12","seven twelve","le sette e dodici","[le ˈsɛtte e ˈdoditʃi]","Telling_Time"
"07:13","seven thirteen","le sette e tredici","[le ˈsɛtte e treˈditʃi]","Telling_Time"
"07:14","seven fourteen","le sette e quattordici","[le ˈsɛtte e kwatˈtorditʃi]","Telling_Time"
"07:15","seven fifteen","le sette e quindici","[le ˈsɛtte e ˈkwinditʃi]","Telling_Time"
"07:16","seven sixteen","le sette e sedici","[le ˈsɛtte e seˈditʃi]","Telling_Time"
"07:17","seven seventeen","le sette e diciassette","[le ˈsɛtte e ditʃasˈsɛtte]","Telling_Time"
"07:18","seven eighteen","le sette e diciotto","[le ˈsɛtte e ditʃˈɔtto]","Telling_Time"
"07:19","seven nineteen","le sette e diciannove","[le ˈsɛtte e ditʃanˈnɔve]","Telling_Time"
"07:20","seven twenty","le sette e venti","[le ˈsɛtte e ˈvɛnti]","Telling_Time"
"07:21","seven twenty-one","le sette e ventuno","[le ˈsɛtte e ventuˈno]","Telling_Time"
"07:22","seven twenty-two","le sette e ventidue","[le ˈsɛtte e ventiˈdu.e]","Telling_Time"
"07:23","seven twenty-three","le sette e ventitré","[le ˈsɛtte e ventiˈtrɛ]","Telling_Time"
"07:24","seven twenty-four","le sette e ventiquattro","[le ˈsɛtte e ventiˈkwattro]","Telling_Time"
"07:25","seven twenty-five","le sette e venticinque","[le ˈsɛtte e ventitʃiŋˈkwe]","Telling_Time"
"07:26","seven twenty-six","le sette e ventisei","[le ˈsɛtte e ventiˈsɛi]","Telling_Time"
"07:27","seven twenty-seven","le sette e ventisette","[le ˈsɛtte e ventiˈsɛtte]","Telling_Time"
"07:28","seven twenty-eight","le sette e ventotto","[le ˈsɛtte e ventˈɔtto]","Telling_Time"
"07:29","seven twenty-nine","le sette e ventinove","[le ˈsɛtte e ventiˈnɔve]","Telling_Time"
"07:30","seven thirty","le sette e trenta","[le ˈsɛtte e ˈtrɛnta]","Telling_Time"
"07:31","seven thirty-one","le sette e trentuno","[le ˈsɛtte e trentuˈno]","Telling_Time"
"07:32","seven thirty-two","le sette e trentadue","[le ˈsɛtte e trentaˈdu.e]","Telling_Time"
"07:33","seven thirty-three","le sette e trentatré","[le ˈsɛtte e trentaˈtrɛ]","Telling_Time"
"07:34","seven thirty-four","le sette e trentaquattro","[le ˈsɛtte e trentakˈkwattro]","Telling_Time"
"07:35","seven thirty-five","le sette e trentacinque","[le ˈsɛtte e trentatʃiŋˈkwe]","Telling_Time"
"07:36","seven thirty-six","le sette e trentasei","[le ˈsɛtte e trantaˈsɛi]","Telling_Time"
"07:37","seven thirty-seven","le sette e trentasette","[le ˈsɛtte e trantaˈsɛtte]","Telling_Time"
"07:38","seven thirty-eight","le sette e trentotto","[le ˈsɛtte e trantˈɔtto]","Telling_Time"
"07:39","seven thirty-nine","le sette e trentanove","[le ˈsɛtte e trantaˈnɔve]","Telling_Time"
"07:40","seven forty","le sette e quaranta","[le ˈsɛtte e kwaˈranta]","Telling_Time"
"07:41","seven forty-one","le sette e quarantuno","[le ˈsɛtte e kwarantuˈno]","Telling_Time"
"07:42","seven forty-two","le sette e quarantadue","[le ˈsɛtte e kwarantaˈdu.e]","Telling_Time"
"07:43","seven forty-three","le sette e quarantatré","[le ˈsɛtte e kwarantaˈtrɛ]","Telling_Time"
"07:44","seven forty-four","le sette e quarantaquattro","[le ˈsɛtte e kwarantaˈkwattro]","Telling_Time"
"07:45","seven forty-five","le sette e quarantacinque","[le ˈsɛtte e kwarantaˈtʃiŋkwe]","Telling_Time"
"07:46","seven forty-six","le sette e quarantasei","[le ˈsɛtte e kwarantaˈsɛi]","Telling_Time"
"07:47","seven forty-seven","le sette e quarantasette","[le ˈsɛtte e kwarantaˈsɛtte]","Telling_Time"
"07:48","seven forty-eight","le sette e quarantotto","[le ˈsɛtte e kwarantˈɔtto]","Telling_Time"
"07:49","seven forty-nine","le sette e quarantanove","[le ˈsɛtte e kwarantaˈnɔve]","Telling_Time"
"07:50","seven fifty","le sette e cinquanta","[le ˈsɛtte e tʃiŋˈkwanta]","Telling_Time"
"07:51","seven fifty-one","le sette e cinquantuno","[le ˈsɛtte e tʃiŋkwantuˈno]","Telling_Time"
"07:52","seven fifty-two","le sette e cinquantadue","[le ˈsɛtte e tʃiŋkwantaˈdu.e]","Telling_Time"
"07:53","seven fifty-three","le sette e cinquantatré","[le ˈsɛtte e tʃiŋkwantaˈtrɛ]","Telling_Time"
"07:54","seven fifty-four","le sette e cinquantaquattro","[le ˈsɛtte e tʃiŋkwantaˈkwattro]","Telling_Time"
"07:55","seven fifty-five","le sette e cinquantacinque","[le ˈsɛtte e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"07:56","seven fifty-six","le sette e cinquantasei","[le ˈsɛtte e tʃiŋkwantaˈsɛi]","Telling_Time"
"07:57","seven fifty-seven","le sette e cinquantasette","[le ˈsɛtte e tʃiŋkwantaˈsɛtte]","Telling_Time"
"07:58","seven fifty-eight","le sette e cinquantotto","[le ˈsɛtte e tʃiŋkwantˈɔtto]","Telling_Time"
"07:59","seven fifty-nine","le sette e cinquantanove","[le ˈsɛtte e tʃiŋkwantaˈnɔve]","Telling_Time"
"08:00","eight o'clock","le otto","[le ˈɔtto]","Telling_Time"
"08:01","eight oh one","le otto e uno","[le ˈɔtto e ˈuno]","Telling_Time"
"08:02","eight oh two","le otto e due","[le ˈɔtto e ˈdu.e]","Telling_Time"
"08:03","eight oh three","le otto e tre","[le ˈɔtto e ˈtrɛ]","Telling_Time"
"08:04","eight oh four","le otto e quattro","[le ˈɔtto e ˈkwattro]","Telling_Time"
"08:05","eight oh five","le otto e cinque","[le ˈɔtto e ˈtʃiŋkwe]","Telling_Time"
"08:06","eight oh six","le otto e sei","[le ˈɔtto e ˈsɛi]","Telling_Time"
"08:07","eight oh seven","le otto e sette","[le ˈɔtto e ˈsɛtte]","Telling_Time"
"08:08","eight oh eight","le otto e otto","[le ˈɔtto e ˈɔtto]","Telling_Time"
"08:09","eight oh nine","le otto e nove","[le ˈɔtto e ˈnɔve]","Telling_Time"
"08:10","eight ten","le otto e dieci","[le ˈɔtto e ˈdjɛtʃi]","Telling_Time"
"08:11","eight eleven","le otto e undici","[le ˈɔtto e ˈunditʃi]","Telling_Time"
"08:12","eight twelve","le otto e dodici","[le ˈɔtto e ˈdoditʃi]","Telling_Time"
"08:13","eight thirteen","le otto e tredici","[le ˈɔtto e treˈditʃi]","Telling_Time"
"08:14","eight fourteen","le otto e quattordici","[le ˈɔtto e kwatˈtorditʃi]","Telling_Time"
"08:15","eight fifteen","le otto e quindici","[le ˈɔtto e ˈkwinditʃi]","Telling_Time"
"08:16","eight sixteen","le otto e sedici","[le ˈɔtto e seˈditʃi]","Telling_Time"
"08:17","eight seventeen","le otto e diciassette","[le ˈɔtto e ditʃasˈsɛtte]","Telling_Time"
"08:18","eight eighteen","le otto e diciotto","[le ˈɔtto e ditʃˈɔtto]","Telling_Time"
"08:19","eight nineteen","le otto e diciannove","[le ˈɔtto e ditʃanˈnɔve]","Telling_Time"
"08:20","eight twenty","le otto e venti","[le ˈɔtto e ˈvɛnti]","Telling_Time"
"08:21","eight twenty-one","le otto e ventuno","[le ˈɔtto e ventuˈno]","Telling_Time"
"08:22","eight twenty-two","le otto e ventidue","[le ˈɔtto e ventiˈdu.e]","Telling_Time"
"08:23","eight twenty-three","le otto e ventitré","[le ˈɔtto e ventiˈtrɛ]","Telling_Time"
"08:24","eight twenty-four","le otto e ventiquattro","[le ˈɔtto e ventiˈkwattro]","Telling_Time"
"08:25","eight twenty-five","le otto e venticinque","[le ˈɔtto e ventitʃiŋˈkwe]","Telling_Time"
"08:26","eight twenty-six","le otto e ventisei","[le ˈɔtto e ventiˈsɛi]","Telling_Time"
"08:27","eight twenty-seven","le otto e ventisette","[le ˈɔtto e ventiˈsɛtte]","Telling_Time"
"08:28","eight twenty-eight","le otto e ventotto","[le ˈɔtto e ventˈɔtto]","Telling_Time"
"08:29","eight twenty-nine","le otto e ventinove","[le ˈɔtto e ventiˈnɔve]","Telling_Time"
"08:30","eight thirty","le otto e trenta","[le ˈɔtto e ˈtrɛnta]","Telling_Time"
"08:31","eight thirty-one","le otto e trentuno","[le ˈɔtto e trentuˈno]","Telling_Time"
"08:32","eight thirty-two","le otto e trentadue","[le ˈɔtto e trentaˈdu.e]","Telling_Time"
"08:33","eight thirty-three","le otto e trentatré","[le ˈɔtto e trentaˈtrɛ]","Telling_Time"
"08:34","eight thirty-four","le otto e trentaquattro","[le ˈɔtto e trentakˈkwattro]","Telling_Time"
"08:35","eight thirty-five","le otto e trentacinque","[le ˈɔtto e trentatʃiŋˈkwe]","Telling_Time"
"08:36","eight thirty-six","le otto e trentasei","[le ˈɔtto e trantaˈsɛi]","Telling_Time"
"08:37","eight thirty-seven","le otto e trentasette","[le ˈɔtto e trantaˈsɛtte]","Telling_Time"
"08:38","eight thirty-eight","le otto e trentotto","[le ˈɔtto e trantˈɔtto]","Telling_Time"
"08:39","eight thirty-nine","le otto e trentanove","[le ˈɔtto e trantaˈnɔve]","Telling_Time"
"08:40","eight forty","le otto e quaranta","[le ˈɔtto e kwaˈranta]","Telling_Time"
"08:41","eight forty-one","le otto e quarantuno","[le ˈɔtto e kwarantuˈno]","Telling_Time"
"08:42","eight forty-two","le otto e quarantadue","[le ˈɔtto e kwarantaˈdu.e]","Telling_Time"
"08:43","eight forty-three","le otto e quarantatré","[le ˈɔtto e kwarantaˈtrɛ]","Telling_Time"
"08:44","eight forty-four","le otto e quarantaquattro","[le ˈɔtto e kwarantaˈkwattro]","Telling_Time"
"08:45","eight forty-five","le otto e quarantacinque","[le ˈɔtto e kwarantaˈtʃiŋkwe]","Telling_Time"
"08:46","eight forty-six","le otto e quarantasei","[le ˈɔtto e kwarantaˈsɛi]","Telling_Time"
"08:47","eight forty-seven","le otto e quarantasette","[le ˈɔtto e kwarantaˈsɛtte]","Telling_Time"
"08:48","eight forty-eight","le otto e quarantotto","[le ˈɔtto e kwarantˈɔtto]","Telling_Time"
"08:49","eight forty-nine","le otto e quarantanove","[le ˈɔtto e kwarantaˈnɔve]","Telling_Time"
"08:50","eight fifty","le otto e cinquanta","[le ˈɔtto e tʃiŋˈkwanta]","Telling_Time"
"08:51","eight fifty-one","le otto e cinquantuno","[le ˈɔtto e tʃiŋkwantuˈno]","Telling_Time"
"08:52","eight fifty-two","le otto e cinquantadue","[le ˈɔtto e tʃiŋkwantaˈdu.e]","Telling_Time"
"08:53","eight fifty-three","le otto e cinquantatré","[le ˈɔtto e tʃiŋkwantaˈtrɛ]","Telling_Time"
"08:54","eight fifty-four","le otto e cinquantaquattro","[le ˈɔtto e tʃiŋkwantaˈkwattro]","Telling_Time"
