"English","Italian","IPA","Tags","Notes"
"to search for","cercare","","A1;Verb",""
"to go","andare","","A1;Verb",""
"to come in","entrare","","A1;Verb",""
"to come","venire","","A1;Verb",""
"to live","vivere","","A1;Verb",""
"to give","dare","","A1;Verb",""
"to open","aprire","","A1;Verb",""
"to speak","parlare","","A1;Verb",""
"to go out","uscire","","A1;Verb",""
"to find","trovare","","A1;Verb",""
"to remember","ricordare","","A1;Verb",""
"bisognare need","to feel, to hear","","A1;Verb",""
"to leave","lasciare","","A1;Verb",""
"to begin","cominciare","","A1;Verb",""
"to take","prendere","","A1;Verb",""
"to answer, to reply","rispondere","","A1;Verb",""
"to look","guardare","","A1;Verb",""
"to wait","aspettare","","A1;Verb",""
"to put","mettere","","A1;Verb",""
"to succeed","riuscire","","A1;Verb",""
"to think","pensare","","A1;Verb",""
"to close","chiudere","","A1;Verb",""
"to pass","passare","","A1;Verb",""
"to finish","finire","","A1;Verb",""
"to believe","credere","","A1;Verb",""
"to arrive","arrivare","","A1;Verb",""
"to bring","portare","","A1;Verb",""
"to write","scrivere","","A1;Verb",""
"to seem","parere","","A1;Verb",""
"to become","diventare","","A1;Verb",""
"to return","tornare","","A1;Verb",""
"to remain","restare","","A1;Verb",""
"to suffice","bastare","","A1;Verb",""
"to greet","salutare","","A1;Verb",""
"to lose","perdere","","A1;Verb",""
"to hear","udire","","A1;Verb",""
"to stick up for","to make (big, small..) difendere","","A1;Verb",""
"to run","correre","","A1;Verb",""
"to direct","dirigere","","A1;Verb",""
"to save","salvare","","A1;Verb",""
"to sing","cantare","","A1;Verb",""
"to dress","vestire","","A1;Verb",""
"to rise","sorgere","","A1;Verb",""
"to build","costruire","","A1;Verb",""
"to ensure","assicurare","","A1;Verb",""
"to walk","camminare","","A1;Verb",""
"to hire","assumere","","A1;Verb",""
"to find again","ritrovare","","A1;Verb",""
"to tend","tendere","","A1;Verb",""
"to last","durare","","A1;Verb",""
"to divide","dividere","","A1;Verb",""
"to turn on","accendere","","A1;Verb",""
"to excuse","scusare","","A1;Verb",""
"to avoid","evitare","","A1;Verb",""
"to maintain","mantenere","","A1;Verb",""
"to imagine","immaginare","","A1;Verb",""
"to consider","ritenere","","A1;Verb",""
"to reduce","ridurre","","A1;Verb",""
"to conclude","concludere","","A1;Verb",""
"to contain","contenere","","A1;Verb",""
"to jump","saltare","","A1;Verb",""
"to fix","fissare","","A1;Verb",""
"to establish","stabilire","","A1;Verb",""
"to force","costringere","","A1;Verb",""
"to belong","appartenere","","A1;Verb",""
"to abandon","abbandonare","","A1;Verb",""
"to possess","possedere","","A1;Verb",""
"to wait for","attendere","","A1;Verb",""
"to result","risultare","","A1;Verb",""
"to prefer","preferire","","A1;Verb",""
"to play","suonare","","A1;Verb",""
"to choose","scegliere","","A1;Verb",""
"to cover up","coprire","","A1;Verb",""
"to warn","avvertire","","A1;Verb",""
"to teach","insegnare","","A1;Verb",""
"to propose","proporre","","A1;Verb",""
"to assert","affermare","","A1;Verb",""
"to fear","temere","","A1;Verb",""
"to reveal","rivelare","","A1;Verb",""
"to express","esprimere","","A1;Verb",""
"to preserve","conservare","","A1;Verb",""
"to solve","risolvere","","A1;Verb",""
"to sit down","sedere","","A1;Verb",""
"to grant","concedere","","A1;Verb",""
"to read","leggere","","A1;Verb",""
"to limit","limitare","","A1;Verb",""
"to fall","cadere","","A1;Verb",""
"to live","abitare","","A1;Verb",""
"to eat","mangiare","","A1;Verb",""
"to convince","convincere","","A1;Verb",""
"to sleep","dormire","","A1;Verb",""
"to buy","comprare","","A1;Verb",""
"to reach","raggiungere","","A1;Verb",""
"to tie","legare","","A1;Verb",""
"to understand","comprendere","","A1;Verb",""
"to sustain","sostenere","","A1;Verb",""
"to alight","scendere","","A1;Verb",""
"to be born","nascere","","A1;Verb",""
"to fulfill","compiere","","A1;Verb",""
"to introduce","presentare","","A1;Verb",""
"to touch","toccare","","A1;Verb",""
"to deal","trattare","","A1;Verb",""
"to consider","considerare","","A1;Verb",""
"to like","piacere","","A1;Verb",""
"to move","muovere","","A1;Verb",""
"to continue","continuare","","A1;Verb",""
"to tighten","stringere","","A1;Verb",""
"to leave","partire","","A1;Verb",""
"to send","mandare","","A1;Verb",""
"to serve","servire","","A1;Verb",""
"to ask","domandare","","A1;Verb",""
"to stop","giungere","","A1;Verb",""
"to listen","ascoltare","","A1;Verb",""
"to appear","apparire","","A1;Verb",""
"to decide","decidere","","A1;Verb",""
"to love","amare","","A1;Verb",""
"to receive","ricevere","","A1;Verb",""
"to exist","esistere","","A1;Verb",""
"to observe","osservare","","A1;Verb",""
"to hear","intendere","","A1;Verb",""
"to allow","permettere","","A1;Verb",""
"to go up","salire","","A1;Verb",""
"to occur","avvenire","","A1;Verb",""
"to miss","mancare","","A1;Verb",""
"to explain","spiegare","","A1;Verb",""
"to laugh","ridere","","A1;Verb",""
"to collect","raccogliere","","A1;Verb",""
"to work","lavorare","","A1;Verb",""
"to obtain","ottenere","","A1;Verb",""
"to raise up","alzare","","A1;Verb",""
"to offer","offrire","","A1;Verb",""
"to recognize","riconoscere","","A1;Verb",""
"to exhibit","mostrare","","A1;Verb",""
"to accompany","accompagnare","","A1;Verb",""
"to mean","significare","","A1;Verb",""
"to forget","dimenticare","","A1;Verb",""
"to desire","desiderare","","A1;Verb",""
"to pray","pregare","","A1;Verb",""
"to amuse","divertire","","A1;Verb",""
"to tell","raccontare","","A1;Verb",""
"to turn","volgere","","A1;Verb",""
"to drinking","bere","","A1;Verb",""
"to judge","giudicare","","A1;Verb",""
"to return","ritornare","","A1;Verb",""
"to produce","produrre","","A1;Verb",""
"to change","cambiare","","A1;Verb",""
"to approach","avvicinare","","A1;Verb",""
"to demonstrate","dimostrare","","A1;Verb",""
"to spread","diffondere","","A1;Verb",""
"to hope","sperare","","A1;Verb",""
"to sort","ordinare","","A1;Verb",""
"to marry","sposare","","A1;Verb",""
"to invite","invitare","","A1;Verb",""
"to admit","ammettere","","A1;Verb",""
"to discuss","discutere","","A1;Verb",""
"to run away","fuggire","","A1;Verb",""
"to make a mistake","sbagliare","","A1;Verb",""
"to free","liberare","","A1;Verb",""
"to look after","badare","","A1;Verb",""
"to report","riferire","","A1;Verb",""
"to cut","tagliare","","A1;Verb",""
"to wake up","svegliare","","A1;Verb",""
"to publish","pubblicare","","A1;Verb",""
"to happen","capitare","","A1;Verb",""
"to attack","attaccare","","A1;Verb",""
"to place","posare","","A1;Verb",""
"to learn","imparare","","A1;Verb",""
"to prevent","impedire","","A1;Verb",""
"to forecast","prevedere","","A1;Verb",""
"to throw","gettare","","A1;Verb",""
"to run away","scappare","","A1;Verb",""
"to sell","vendere","","A1;Verb",""
"to switch off","spegnere","","A1;Verb",""
"to distinguish","distinguere","","A1;Verb",""
"to announce","annunciare","","A1;Verb",""
"to offend","offendere","","A1;Verb",""
"to kiss","baciare","","A1;Verb",""
"to return","rimettere","","A1;Verb",""
"to expose","esporre","","A1;Verb",""
"to break","rompere","","A1;Verb",""
"go across","attraversare","","A1;Verb",""
"to enjoy","godere","","A1;Verb",""
"to provide","fornire","","A1;Verb",""
"to impose","imporre","","A1;Verb",""
"to mark","segnare","","A1;Verb",""
"to overcome","superare","","A1;Verb",""
"to kill","uccidere","","A1;Verb",""
"to review","rivedere","","A1;Verb",""
"to pull","tirare","","A1;Verb",""
"to remove","allontanare","","A1;Verb",""
"to remove","togliere","","A1;Verb",""
"to kill","ammazzare","","A1;Verb",""
"to notice","notare","","A1;Verb",""
"to receive","accogliere","","A1;Verb",""
"to add","aggiungere","","A1;Verb",""
"to turn","voltare","","A1;Verb",""
"to happen","succedere","","A1;Verb",""
"to worry","preoccupare","","A1;Verb",""
"to pay","pagare","","A1;Verb",""
"to cause","provocare","","A1;Verb",""
"to attempt","tentare","","A1;Verb",""
"to fill","riempire","","A1;Verb",""
"to happen","accadere","","A1;Verb",""
"to take part","partecipare","","A1;Verb",""
"to create","creare","","A1;Verb",""
"to plant","piantare","","A1;Verb",""
"to import","importare","","A1;Verb",""
"to re-enter","rientrare","","A1;Verb",""
"to weigh","pesare","","A1;Verb",""
"to request","richiedere","","A1;Verb",""
"to use","usare","","A1;Verb",""
"to hide","nascondere","","A1;Verb",""
"to accept","accettare","","A1;Verb",""
"to repeat","ripetere","","A1;Verb",""
"to indicate","indicare","","A1;Verb",""
"to discover","scoprire","","A1;Verb",""
"to throw","buttare","","A1;Verb",""
"prepare","preparare","","A1;Verb",""
"to beat","battere","","A1;Verb",""
"to slide","scorrere","","A1;Verb",""
"to interest","interessare","","A1;Verb",""
"to represent","rappresentare","","A1;Verb",""
"to smile","sorridere","","A1;Verb",""
"to resume","riprendere","","A1;Verb",""
"to conduct","condurre","","A1;Verb",""
"to constitute","costituire","","A1;Verb",""
"to have","disporre","","A1;Verb",""
"to meet","incontrare","","A1;Verb",""
"to merge","unire","","A1;Verb",""
"be worth","valere","","A1;Verb",""
"to help","aiutare","","A1;Verb",""
"to notice","accorgersi","","A1;Verb",""
"to cry","piangere","","A1;Verb",""
"to try","provare","","A1;Verb",""
"to turn","girare","","A1;Verb",""
"to form","formare","","A1;Verb",""
"to lift","levare","","A1;Verb",""
"to suffer","soffrire","","A1;Verb",""
"to deserve","meritare","","A1;Verb",""
"to cause","recare","","A1;Verb",""
"to devote","dedicare","","A1;Verb",""
"to concern","riguardare","","A1;Verb",""
"to start","iniziare","","A1;Verb",""
"to turn","rivolgere","","A1;Verb",""
"to surprise","sorprendere","","A1;Verb",""
"to be silent","tacere","","A1;Verb",""
"to commute","trasformare","","A1;Verb",""
"to take","occorrere","","A1;Verb",""
"to confess","confessare","","A1;Verb",""
"to place","porre","","A1;Verb",""
"to stop","arrestare","","A1;Verb",""
"to win","vincere","","A1;Verb",""
"to thank","ringraziare","","A1;Verb",""
"to perform","svolgere","","A1;Verb",""
"to gather","riunire","","A1;Verb",""
"to study","studiare","","A1;Verb",""
"to fly","volare","","A1;Verb",""
"to grow up","crescere","","A1;Verb",""
"to found","fondare","","A1;Verb",""
"to become","divenire","","A1;Verb",""
"to drive","guidare","","A1;Verb",""
"to shout","gridare","","A1;Verb",""
"to hurt","ferire","","A1;Verb",""
"to declare","dichiarare","","A1;Verb",""
"to oppose","opporre","","A1;Verb",""
"to count","contare","","A1;Verb",""
"to proceed","procedere","","A1;Verb",""
"to play","giocare","","A1;Verb",""
"to stop","smettere","","A1;Verb",""
"to assist","assistere","","A1;Verb",""
"to allow","consentire","","A1;Verb",""
"to increase","aumentare","","A1;Verb",""
"to fall in love","innamorarsi","","A1;Verb",""
"to launch","lanciare","","A1;Verb",""
"to organize","organizzare","","A1;Verb",""
"to determine","determinare","","A1;Verb",""
"to reject","rifiutare","","A1;Verb",""
"to joke","scherzare","","A1;Verb",""
"to report","riportare","","A1;Verb",""
"to raise","elevare","","A1;Verb",""
"to depend","dipendere","","A1;Verb",""
"to promise","promettere","","A1;Verb",""
"to provide","provvedere","","A1;Verb",""
"to disappear","scomparire","","A1;Verb",""
"to drag","trascinare","","A1;Verb",""
"to draw","trarre","","A1;Verb",""
"to smoke","fumare","","A1;Verb",""
"to destroy","distruggere","","A1;Verb",""
"to burst","scoppiare","","A1;Verb",""
"the","il","","A1;Other",""
"she","lei","","A1;Other",""
"of","di","","A1;Other",""
"yet","ancora","","A1;Other",""
"is","e","","A1;Other",""
"you","tu","","A1;Other",""
"to","a","","A1;Other",""
"he","lui","","A1;Other",""
"a","un","","A1;Other",""
"without","senza","","A1;Other",""
"in","in","","A1;Other",""
"well","bene","","A1;Other",""
"that","che","","A1;Other",""
"which","cui","","A1;Other",""
"not","non","","A1;Other",""
"who","chi","","A1;Other",""
"yes","si","","A1;Other",""
"already","già","","A1;Other",""
"from","da","","A1;Other",""
"after","dopo","","A1;Other",""
"the","lo","","A1;Other",""
"one","uno","","A1;Other",""
"for","per","","A1;Other",""
"we","noi","","A1;Other",""
"with","con","","A1;Other",""
"where","dove","","A1;Other",""
"but","ma","","A1;Other",""
"here","qui","","A1;Other",""
"how","come","","A1;Other",""
"no","no","","A1;Other",""
"up","su","","A1;Other",""
"then","allora","","A1;Other",""
"me","mi","","A1;Other",""
"between","tra","","A1;Other",""
"also","anche","","A1;Other",""
"you","vi","","A1;Other",""
"or","o","","A1;Other",""
"I","io","","A1;Other",""
"between","fra","","A1;Other",""
"self","se","","A1;Other",""
"before","prima","","A1;Other",""
"because","perché","","A1;Other",""
"perhaps","forse","","A1;Other",""
"there","li","","A1;Other",""
"yup","sì","","A1;Other",""
"us","ci","","A1;Other",""
"under","sotto","","A1;Other",""
"neither","ne","","A1;Other",""
"you","voi","","A1;Other",""
"till","fino","","A1;Other",""
"oh","oh","","A1;Other",""
"today","oggi","","A1;Other",""
"then","quindi","","A1;Other",""
"almost","quasi","","A1;Other",""
"as soon as","appena","","A1;Other",""
"also","pure","","A1;Other",""
"together","insieme","","A1;Other",""
"he","egli","","A1;Other",""
"therefore","dunque","","A1;Other",""
"while","mentre","","A1;Other",""
"inside","dentro","","A1;Other",""
"versus","contro","","A1;Other",""
"during","durante","","A1;Other",""
"instead","invece","","A1;Other",""
"at least","almeno","","A1;Other",""
"it","esso","","A1;Other",""
"there","là","","A1;Other",""
"rather","anzi","","A1;Other",""
"however","però","","A1;Other",""
"now","oramai","","A1;Other",""
"neither","né","","A1;Other",""
"over","oltre","","A1;Other",""
"immediately","subito","","A1;Other",""
"around","intorno","","A1;Other",""
"towards","verso","","A1;Other",""
"above","sopra","","A1;Other",""
"it","ciò","","A1;Other",""
"behind","dietro","","A1;Other",""
"here","ecco","","A1;Other",""
"in front of","davanti","","A1;Other",""
"only","soltanto","","A1;Other",""
"it","essa","","A1;Other",""
"indeed","infatti","","A1;Other",""
"outside","fuori","","A1;Other",""
"something","qualcosa","","A1;Other",""
"less","meno","","A1;Other",""
"often","spesso","","A1;Other",""
"now","adesso","","A1;Other",""
"agreement","accordo","","A1;Other",""
"nothing","niente","","A1;Other",""
"yesterday","ieri","","A1;Other",""
"that is","cioè","","A1;Other",""
"really","davvero","","A1;Other",""
"bad","male","","A1;Other",""
"there","lì","","A1;Other",""
"nothing","nulla","","A1;Other",""
"someone","qualcuno","","A1;Other",""
"ha","ah","","A1;Other",""
"come on","avanti","","A1;Other",""
"very","assai","","A1;Other",""
"etc","eccetera","","A1;Other",""
"soon","presto","","A1;Other",""
"finally","finalmente","","A1;Other",""
"here","qua","","A1;Other",""
"finally","infine","","A1;Other",""
"tomorrow","domani","","A1;Other",""
"as","poiché","","A1;Other",""
"about","circa","","A1;Other",""
"however","comunque","","A1;Other",""
"down","giù","","A1;Other",""
"before","dinanzi","","A1;Other",""
"mostly","soprattutto","","A1;Other",""
"enough","abbastanza","","A1;Other",""
"not even","nemmeno","","A1;Other",""
"sin","peccato","","A1;Other",""
"thank you","grazie","","A1;Other",""
"of course","certamente","","A1;Other",""
"however","tuttavia","","A1;Other",""
"they","coloro","","A1;Other",""
"just","appunto","","A1;Other",""
"about","attorno","","A1;Other",""
"neither","neppure","","A1;Other",""
"maybe","magari","","A1;Other",""
"huh","eh","","A1;Other",""
"or","oppure","","A1;Other",""
"really","veramente","","A1;Other",""
"moreover","inoltre","","A1;Other",""
"late","tardi","","A1;Other",""
"back","indietro","","A1;Other",""
"in conclusion","insomma","","A1;Other",""
"on","addosso","","A1;Other",""
"at","presso","","A1;Other",""
"even","addirittura","","A1;Other",""
"in the meantime finché","intanto","","A1;Other",""
"even","perfino","","A1;Other",""
"neither","neanche","","A1;Other",""
"at all","affatto","","A1;Other",""
"rather","piuttosto","","A1;Other",""
"this morning","stamattina","","A1;Other",""
"tonight","stasera","","A1;Other",""
"completely","completamente","","A1;Other",""
"therefore","perciò","","A1;Other",""
"probably","probabilmente","","A1;Other",""
"of course","naturalmente","","A1;Other",""
"who knows","chissà","","A1;Other",""
"next","accanto","","A1;Other",""
"each one","ognuno","","A1;Other",""
"but yet","eppure","","A1;Other",""
"within","entro","","A1;Other",""
